question_id,consensus_status,consensus_option,llm_correct,n_votes,designer_difficulty_str,datamap_region
high3471.txt_q0,consensus,D,1,3,HIGH,easy
high3471.txt_q1,consensus,C,1,3,HIGH,easy
high3499.txt_q0,consensus,B,1,3,HIGH,ambiguous
high3499.txt_q1,consensus,D,1,3,HIGH,ambiguous
high3499.txt_q2,consensus,C,1,3,HIGH,middle
high3499.txt_q3,consensus,A,1,3,HIGH,ambiguous
high3499.txt_q4,consensus,A,1,3,HIGH,easy
high3507.txt_q0,consensus,C,1,3,HIGH,ambiguous
high3507.txt_q1,consensus,C,1,3,HIGH,easy
high3507.txt_q2,consensus,C,1,3,HIGH,middle
high3513.txt_q0,consensus,D,0,3,HIGH,hard
high3513.txt_q1,consensus,A,1,3,HIGH,middle
high3527.txt_q0,consensus,A,1,3,HIGH,easy
high3527.txt_q1,consensus,C,1,3,HIGH,middle
high3527.txt_q2,consensus,D,1,3,HIGH,middle
high3527.txt_q3,consensus,A,1,3,HIGH,ambiguous
high3527.txt_q4,consensus,B,1,3,HIGH,hard
high353.txt_q0,consensus,B,1,3,HIGH,ambiguous
high353.txt_q1,consensus,D,0,3,HIGH,hard
high353.txt_q2,consensus,C,1,3,HIGH,easy
high3538.txt_q0,consensus,B,1,3,HIGH,easy
high3538.txt_q1,consensus,C,1,3,HIGH,middle
high3538.txt_q2,consensus,C,1,3,HIGH,ambiguous
high3547.txt_q0,consensus,A,1,3,HIGH,ambiguous
high3547.txt_q1,consensus,B,1,3,HIGH,middle
high3547.txt_q2,consensus,D,1,3,HIGH,ambiguous
high3547.txt_q3,consensus,B,1,3,HIGH,easy
high3560.txt_q0,consensus,B,1,3,HIGH,middle
high3560.txt_q1,consensus,A,1,3,HIGH,easy
high3560.txt_q2,consensus,B,1,3,HIGH,ambiguous
high3560.txt_q3,consensus,A,1,3,HIGH,ambiguous
high3575.txt_q0,consensus,B,1,3,HIGH,ambiguous
high3575.txt_q1,consensus,C,1,3,HIGH,hard
high3575.txt_q2,consensus,C,1,3,HIGH,hard
high3575.txt_q3,consensus,D,1,3,HIGH,ambiguous
high3624.txt_q0,consensus,A,1,3,HIGH,ambiguous
high3624.txt_q1,consensus,C,1,3,HIGH,easy
high3624.txt_q2,consensus,A,1,3,HIGH,easy
high3720.txt_q0,consensus,B,1,3,HIGH,middle
high3720.txt_q1,consensus,C,1,3,HIGH,ambiguous
high3720.txt_q2,consensus,D,1,3,HIGH,hard
high3765.txt_q0,consensus,C,1,3,HIGH,ambiguous
high3765.txt_q1,consensus,D,1,3,HIGH,easy
high3765.txt_q2,consensus,C,1,3,HIGH,hard
high3765.txt_q3,consensus,A,1,3,HIGH,easy
high3783.txt_q0,consensus,A,1,3,HIGH,easy
high3783.txt_q1,consensus,D,1,3,HIGH,middle
high3783.txt_q2,consensus,A,1,3,HIGH,ambiguous
high3790.txt_q0,consensus,B,1,3,HIGH,ambiguous
high3790.txt_q1,consensus,C,1,3,HIGH,middle
high3790.txt_q2,consensus,D,1,3,HIGH,hard
high3790.txt_q3,consensus,C,1,3,HIGH,ambiguous
high380.txt_q0,consensus,B,1,3,HIGH,easy
high380.txt_q1,consensus,C,1,3,HIGH,middle
high380.txt_q2,consensus,B,1,3,HIGH,easy
high380.txt_q3,consensus,A,1,3,HIGH,middle
high3808.txt_q0,consensus,D,1,3,HIGH,ambiguous
high3808.txt_q1,consensus,A,1,3,HIGH,middle
high3808.txt_q2,consensus,B,1,3,HIGH,hard
high3808.txt_q3,consensus,C,1,3,HIGH,middle
high3879.txt_q0,consensus,A,1,3,HIGH,hard
high3879.txt_q1,consensus,A,1,3,HIGH,hard
high3879.txt_q2,consensus,D,1,3,HIGH,easy
high3879.txt_q3,consensus,A,1,3,HIGH,middle
high394.txt_q0,consensus,B,1,3,HIGH,ambiguous
high394.txt_q1,consensus,C,1,3,HIGH,ambiguous
high394.txt_q2,consensus,A,1,3,HIGH,middle
high3974.txt_q0,consensus,D,1,3,HIGH,ambiguous
high3974.txt_q1,consensus,C,1,3,HIGH,hard
high3974.txt_q2,consensus,B,1,3,HIGH,easy
high4005.txt_q0,consensus,D,1,3,HIGH,middle
high4005.txt_q1,consensus,B,1,3,HIGH,ambiguous
high4050.txt_q0,consensus,A,1,3,HIGH,ambiguous
high4050.txt_q1,consensus,B,1,3,HIGH,middle
high4095.txt_q0,consensus,D,1,3,HIGH,ambiguous
high4095.txt_q1,consensus,D,0,3,HIGH,ambiguous
high4095.txt_q2,consensus,B,1,3,HIGH,hard
high4095.txt_q3,consensus,C,1,3,HIGH,hard
high4107.txt_q0,consensus,A,1,3,HIGH,middle
high4107.txt_q1,consensus,B,1,3,HIGH,easy
high4107.txt_q2,consensus,C,1,3,HIGH,ambiguous
high4107.txt_q3,consensus,D,1,3,HIGH,ambiguous
high417.txt_q0,consensus,B,1,3,HIGH,hard
high417.txt_q1,consensus,B,1,3,HIGH,ambiguous
high417.txt_q2,consensus,A,1,3,HIGH,middle
high4204.txt_q0,consensus,C,1,3,HIGH,middle
high4204.txt_q1,consensus,D,1,3,HIGH,ambiguous
high4204.txt_q2,consensus,B,1,3,HIGH,ambiguous
high4204.txt_q3,consensus,C,1,3,HIGH,ambiguous
high4281.txt_q0,consensus,A,1,3,HIGH,ambiguous
high4281.txt_q1,consensus,C,0,3,HIGH,hard
high4301.txt_q0,consensus,A,1,3,HIGH,ambiguous
high4301.txt_q1,consensus,D,1,3,HIGH,middle
high4301.txt_q2,consensus,C,1,3,HIGH,middle
high4301.txt_q3,consensus,C,1,3,HIGH,hard
high4334.txt_q0,consensus,A,1,3,HIGH,hard
high4334.txt_q1,consensus,B,1,3,HIGH,ambiguous
high4334.txt_q2,consensus,A,0,3,HIGH,ambiguous
high4334.txt_q3,consensus,B,0,3,HIGH,hard
high4369.txt_q0,consensus,B,1,3,HIGH,middle
high4369.txt_q1,consensus,B,1,3,HIGH,hard
high4369.txt_q2,consensus,C,1,3,HIGH,ambiguous
high4369.txt_q3,consensus,D,1,3,HIGH,hard
high4372.txt_q0,consensus,C,1,3,HIGH,middle
high4372.txt_q1,consensus,D,1,3,HIGH,ambiguous
high4372.txt_q2,consensus,B,1,3,HIGH,easy
high4500.txt_q0,consensus,C,1,3,HIGH,ambiguous
high4500.txt_q1,consensus,B,1,3,HIGH,middle
high4500.txt_q2,consensus,B,1,3,HIGH,ambiguous
high4500.txt_q3,consensus,A,1,3,HIGH,easy
high4505.txt_q0,consensus,D,1,3,HIGH,easy
high4505.txt_q1,consensus,C,1,3,HIGH,middle
high4505.txt_q2,consensus,B,1,3,HIGH,easy
high4505.txt_q3,consensus,C,1,3,HIGH,easy
high4520.txt_q0,consensus,B,1,3,HIGH,hard
high4520.txt_q1,consensus,A,1,3,HIGH,middle
high4520.txt_q2,consensus,C,1,3,HIGH,ambiguous
high4520.txt_q3,consensus,D,1,3,HIGH,ambiguous
high4567.txt_q0,consensus,A,1,3,HIGH,easy
high4567.txt_q1,consensus,B,1,3,HIGH,easy
high4567.txt_q2,consensus,D,1,3,HIGH,middle
high4567.txt_q3,consensus,B,0,3,HIGH,hard
high4568.txt_q0,consensus,A,1,3,HIGH,middle
high4568.txt_q1,consensus,B,1,3,HIGH,middle
high4568.txt_q2,consensus,B,1,3,HIGH,hard
high4568.txt_q3,consensus,D,1,3,HIGH,ambiguous
high4613.txt_q0,consensus,B,1,3,HIGH,ambiguous
high4613.txt_q1,consensus,A,1,3,HIGH,ambiguous
high4613.txt_q2,consensus,B,1,3,HIGH,ambiguous
high4613.txt_q3,consensus,C,1,3,HIGH,easy
high4619.txt_q0,consensus,C,0,3,HIGH,ambiguous
high4619.txt_q1,consensus,A,1,3,HIGH,middle
high4619.txt_q2,consensus,A,0,3,HIGH,hard
high4619.txt_q3,consensus,A,1,3,HIGH,middle
high4625.txt_q0,consensus,B,1,3,HIGH,easy
high4625.txt_q1,consensus,C,1,3,HIGH,easy
high4625.txt_q2,consensus,D,1,3,HIGH,easy
high4625.txt_q3,consensus,A,1,3,HIGH,middle
high4625.txt_q4,consensus,D,1,3,HIGH,ambiguous
high4646.txt_q0,consensus,B,1,3,HIGH,hard
high4646.txt_q1,consensus,D,1,3,HIGH,hard
high4646.txt_q2,consensus,D,1,3,HIGH,ambiguous
high4646.txt_q3,consensus,A,1,3,HIGH,easy
high4656.txt_q0,consensus,A,1,3,HIGH,ambiguous
high4656.txt_q1,consensus,B,1,3,HIGH,easy
high4656.txt_q2,consensus,C,1,3,HIGH,ambiguous
high4657.txt_q0,consensus,D,1,3,HIGH,middle
high4657.txt_q1,consensus,B,1,3,HIGH,easy
high4674.txt_q0,consensus,D,1,3,HIGH,ambiguous
high4674.txt_q1,consensus,B,1,3,HIGH,middle
high4699.txt_q0,consensus,C,1,3,HIGH,hard
high4699.txt_q1,consensus,D,1,3,HIGH,middle
high4699.txt_q2,consensus,C,1,3,HIGH,easy
high4701.txt_q0,consensus,B,1,3,HIGH,easy
high4701.txt_q1,consensus,A,1,3,HIGH,hard
high4701.txt_q2,consensus,C,1,3,HIGH,middle
high4701.txt_q3,consensus,D,1,3,HIGH,ambiguous
high4716.txt_q0,consensus,C,1,3,HIGH,middle
high4716.txt_q1,consensus,D,1,3,HIGH,ambiguous
high4716.txt_q2,consensus,B,1,3,HIGH,hard
high4716.txt_q3,consensus,B,1,3,HIGH,ambiguous
high4749.txt_q0,consensus,C,1,3,HIGH,ambiguous
high4749.txt_q1,consensus,B,1,3,HIGH,hard
high4749.txt_q2,consensus,D,1,3,HIGH,ambiguous
high4756.txt_q0,consensus,D,1,3,HIGH,easy
high4756.txt_q1,consensus,C,1,3,HIGH,ambiguous
high4756.txt_q2,consensus,C,0,3,HIGH,hard
high4767.txt_q0,consensus,C,1,3,HIGH,hard
high4767.txt_q1,consensus,A,1,3,HIGH,ambiguous
high4767.txt_q2,consensus,A,0,3,HIGH,ambiguous
high4767.txt_q3,consensus,B,1,3,HIGH,middle
high4779.txt_q0,consensus,B,1,3,HIGH,easy
high4779.txt_q1,consensus,A,1,3,HIGH,hard
high4779.txt_q2,consensus,B,1,3,HIGH,hard
high4783.txt_q0,consensus,B,1,3,HIGH,ambiguous
high4783.txt_q1,consensus,D,1,3,HIGH,ambiguous
high4783.txt_q2,consensus,C,1,3,HIGH,easy
high4783.txt_q3,consensus,D,1,3,HIGH,ambiguous
high4808.txt_q0,consensus,A,1,3,HIGH,ambiguous
high4808.txt_q1,consensus,D,1,3,HIGH,middle
high4808.txt_q2,consensus,B,1,3,HIGH,ambiguous
high4821.txt_q0,consensus,A,1,3,HIGH,hard
high4821.txt_q1,consensus,D,1,3,HIGH,hard
high4821.txt_q2,consensus,D,0,3,HIGH,hard
high4821.txt_q3,consensus,C,1,3,HIGH,easy
high4829.txt_q0,consensus,B,1,3,HIGH,middle
high4829.txt_q1,consensus,C,1,3,HIGH,easy
high4829.txt_q2,consensus,D,1,3,HIGH,ambiguous
high4837.txt_q0,consensus,D,0,3,HIGH,hard
high4837.txt_q1,consensus,A,1,3,HIGH,middle
high4837.txt_q2,consensus,A,0,3,HIGH,hard
high4839.txt_q0,consensus,A,1,3,HIGH,easy
high4839.txt_q1,consensus,B,1,3,HIGH,hard
high4839.txt_q2,consensus,C,1,3,HIGH,hard
high4839.txt_q3,consensus,A,1,3,HIGH,hard
high4889.txt_q0,consensus,B,1,3,HIGH,hard
high4889.txt_q1,consensus,C,1,3,HIGH,hard
high4889.txt_q2,consensus,A,1,3,HIGH,middle
high4889.txt_q3,consensus,A,1,3,HIGH,ambiguous
high4915.txt_q0,consensus,B,1,3,HIGH,hard
high4915.txt_q1,consensus,A,1,3,HIGH,hard
high4915.txt_q2,consensus,D,0,3,HIGH,hard
high4931.txt_q0,consensus,D,1,3,HIGH,ambiguous
high4931.txt_q1,consensus,C,1,3,HIGH,hard
high4931.txt_q2,consensus,A,1,3,HIGH,ambiguous
high4951.txt_q0,consensus,C,1,3,HIGH,ambiguous
high4951.txt_q1,consensus,A,1,3,HIGH,ambiguous
high4955.txt_q0,consensus,A,1,3,HIGH,middle
high4955.txt_q1,consensus,B,1,3,HIGH,middle
high4955.txt_q2,consensus,D,1,3,HIGH,easy
high4955.txt_q3,consensus,C,1,3,HIGH,middle
high4957.txt_q0,consensus,C,1,3,HIGH,ambiguous
high4957.txt_q1,consensus,B,0,3,HIGH,easy
high4957.txt_q2,consensus,D,1,3,HIGH,ambiguous
high4964.txt_q0,consensus,C,1,3,HIGH,easy
high4964.txt_q1,consensus,D,1,3,HIGH,easy
high4964.txt_q2,consensus,B,1,3,HIGH,ambiguous
high4964.txt_q3,consensus,B,1,3,HIGH,ambiguous
high4968.txt_q0,consensus,C,1,3,HIGH,easy
high4968.txt_q1,consensus,C,1,3,HIGH,ambiguous
high4968.txt_q2,consensus,B,1,3,HIGH,hard
high4986.txt_q0,consensus,A,1,3,HIGH,ambiguous
high4986.txt_q1,consensus,C,1,3,HIGH,easy
high4986.txt_q2,consensus,B,1,3,HIGH,ambiguous
high4986.txt_q3,consensus,B,1,3,HIGH,middle
high4986.txt_q4,consensus,C,1,3,HIGH,ambiguous
high5004.txt_q0,consensus,C,1,3,HIGH,middle
high5004.txt_q1,consensus,B,1,3,HIGH,ambiguous
high5004.txt_q2,consensus,C,0,3,HIGH,middle
high5060.txt_q0,consensus,C,1,3,HIGH,easy
high5060.txt_q1,consensus,A,1,3,HIGH,middle
high5060.txt_q2,consensus,C,1,3,HIGH,hard
high5086.txt_q0,consensus,B,1,3,HIGH,middle
high5086.txt_q1,consensus,B,1,3,HIGH,middle
high5086.txt_q2,consensus,C,0,3,HIGH,ambiguous
high5102.txt_q0,consensus,C,1,3,HIGH,hard
high5102.txt_q1,consensus,A,1,3,HIGH,hard
high5102.txt_q2,consensus,B,1,3,HIGH,easy
high5102.txt_q3,consensus,A,1,3,HIGH,ambiguous
high5123.txt_q0,consensus,D,1,3,HIGH,middle
high5123.txt_q1,consensus,B,1,3,HIGH,middle
high5123.txt_q2,consensus,D,0,3,HIGH,hard
high5198.txt_q0,consensus,C,1,3,HIGH,easy
high5198.txt_q1,consensus,B,1,3,HIGH,ambiguous
high5198.txt_q2,consensus,A,1,3,HIGH,ambiguous
high5202.txt_q0,consensus,B,0,3,HIGH,hard
high5202.txt_q1,consensus,A,1,3,HIGH,hard
high5202.txt_q2,consensus,B,1,3,HIGH,hard
high5202.txt_q3,consensus,D,1,3,HIGH,ambiguous
high5222.txt_q0,consensus,B,1,3,HIGH,middle
high5222.txt_q1,consensus,C,1,3,HIGH,middle
high5222.txt_q2,consensus,B,1,3,HIGH,middle
high5246.txt_q0,consensus,C,1,3,HIGH,hard
high5246.txt_q1,consensus,B,1,3,HIGH,ambiguous
high5246.txt_q2,consensus,D,1,3,HIGH,hard
high5246.txt_q3,consensus,A,1,3,HIGH,middle
high5246.txt_q4,consensus,C,1,3,HIGH,middle
high5252.txt_q0,consensus,B,1,3,HIGH,easy
high5252.txt_q1,consensus,C,1,3,HIGH,hard
high5252.txt_q2,no_consensus,,0,3,HIGH,hard
high5252.txt_q3,consensus,C,1,3,HIGH,middle
high5262.txt_q0,consensus,A,1,3,HIGH,ambiguous
high5262.txt_q1,consensus,D,1,3,HIGH,hard
high5262.txt_q2,consensus,B,1,3,HIGH,hard
high5262.txt_q3,consensus,D,1,3,HIGH,middle
high5262.txt_q4,consensus,C,1,3,HIGH,middle
high5270.txt_q0,consensus,D,1,3,HIGH,hard
high5270.txt_q1,consensus,D,1,3,HIGH,hard
high5270.txt_q2,consensus,C,1,3,HIGH,hard
high5272.txt_q0,consensus,A,1,3,HIGH,middle
high5272.txt_q1,consensus,C,1,3,HIGH,hard
high5272.txt_q2,consensus,D,1,3,HIGH,easy
high5272.txt_q3,consensus,B,1,3,HIGH,ambiguous
high5285.txt_q0,consensus,B,1,3,HIGH,ambiguous
high5285.txt_q1,consensus,C,1,3,HIGH,middle
high5285.txt_q2,consensus,A,1,3,HIGH,ambiguous
high5285.txt_q3,consensus,B,1,3,HIGH,middle
high5299.txt_q0,consensus,C,1,3,HIGH,easy
high5299.txt_q1,consensus,B,1,3,HIGH,ambiguous
high5299.txt_q2,consensus,B,1,3,HIGH,ambiguous
high5300.txt_q0,consensus,A,1,3,HIGH,middle
high5300.txt_q1,consensus,D,1,3,HIGH,ambiguous
high5300.txt_q2,consensus,C,1,3,HIGH,easy
high5300.txt_q3,consensus,A,1,3,HIGH,ambiguous
high5302.txt_q0,consensus,C,1,3,HIGH,ambiguous
high5302.txt_q1,consensus,B,1,3,HIGH,middle
high5302.txt_q2,consensus,D,1,3,HIGH,middle
high5308.txt_q0,consensus,C,1,3,HIGH,ambiguous
high5308.txt_q1,consensus,A,1,3,HIGH,easy
high5308.txt_q2,consensus,B,1,3,HIGH,easy
high5308.txt_q3,consensus,B,1,3,HIGH,ambiguous
high5361.txt_q0,consensus,D,1,3,HIGH,hard
high5361.txt_q1,consensus,B,1,3,HIGH,hard
high5361.txt_q2,consensus,A,1,3,HIGH,easy
high5381.txt_q0,consensus,B,0,3,HIGH,hard
high5381.txt_q1,consensus,D,1,3,HIGH,ambiguous
high5389.txt_q0,consensus,C,0,3,HIGH,ambiguous
high5400.txt_q0,consensus,C,1,3,HIGH,middle
high5400.txt_q1,consensus,D,1,3,HIGH,easy
high5400.txt_q2,consensus,B,1,3,HIGH,easy
high5402.txt_q0,consensus,A,1,3,HIGH,middle
high5402.txt_q1,consensus,D,1,3,HIGH,ambiguous
high5418.txt_q0,consensus,B,1,3,HIGH,middle
high5418.txt_q1,consensus,A,1,3,HIGH,ambiguous
high5436.txt_q0,consensus,C,1,3,HIGH,easy
high5436.txt_q1,consensus,C,1,3,HIGH,middle
high5436.txt_q2,consensus,D,1,3,HIGH,middle
high5436.txt_q3,consensus,A,1,3,HIGH,easy
high5480.txt_q0,consensus,B,1,3,HIGH,easy
high5480.txt_q1,consensus,D,1,3,HIGH,ambiguous
high5480.txt_q2,consensus,C,1,3,HIGH,middle
high554.txt_q0,consensus,B,1,3,HIGH,ambiguous
high554.txt_q1,consensus,A,1,3,HIGH,ambiguous
high554.txt_q2,consensus,D,1,3,HIGH,middle
high554.txt_q3,consensus,C,0,3,HIGH,ambiguous
high5540.txt_q0,consensus,B,1,3,HIGH,easy
high5540.txt_q1,consensus,B,1,3,HIGH,middle
high5540.txt_q2,consensus,C,1,3,HIGH,easy
high5562.txt_q0,consensus,A,1,3,HIGH,easy
high5562.txt_q1,consensus,D,1,3,HIGH,ambiguous
high5562.txt_q2,consensus,A,1,3,HIGH,middle
high5574.txt_q0,consensus,B,1,3,HIGH,easy
high5574.txt_q1,consensus,C,1,3,HIGH,middle
high5574.txt_q2,consensus,D,1,3,HIGH,easy
high5625.txt_q0,consensus,A,1,3,HIGH,ambiguous
high5625.txt_q1,consensus,D,1,3,HIGH,easy
high5625.txt_q2,consensus,A,1,3,HIGH,middle
high5625.txt_q3,consensus,B,1,3,HIGH,hard
high5653.txt_q0,consensus,A,1,3,HIGH,ambiguous
high5653.txt_q1,consensus,D,1,3,HIGH,middle
high5653.txt_q2,consensus,B,1,3,HIGH,middle
high5687.txt_q0,consensus,A,1,3,HIGH,hard
high5687.txt_q1,consensus,C,1,3,HIGH,ambiguous
high5687.txt_q2,consensus,C,1,3,HIGH,hard
high5687.txt_q3,consensus,B,1,3,HIGH,hard
high5687.txt_q4,consensus,A,1,3,HIGH,ambiguous
high5733.txt_q0,consensus,D,1,3,HIGH,ambiguous
high5733.txt_q1,consensus,A,1,3,HIGH,ambiguous
high5733.txt_q2,consensus,A,0,3,HIGH,hard
high5733.txt_q3,consensus,B,1,3,HIGH,ambiguous
high5733.txt_q4,consensus,D,1,3,HIGH,middle
high5756.txt_q0,consensus,C,1,3,HIGH,ambiguous
high5780.txt_q0,consensus,B,0,3,HIGH,hard
high5780.txt_q1,consensus,B,1,3,HIGH,middle
high5780.txt_q2,consensus,A,1,3,HIGH,middle
high5780.txt_q3,consensus,D,1,3,HIGH,hard
high5784.txt_q0,consensus,B,1,3,HIGH,middle
high5784.txt_q1,consensus,A,1,3,HIGH,middle
high5784.txt_q2,consensus,D,1,3,HIGH,ambiguous
high5784.txt_q3,consensus,C,1,3,HIGH,middle
high5791.txt_q0,consensus,A,1,3,HIGH,ambiguous
high5791.txt_q1,consensus,D,1,3,HIGH,ambiguous
high5791.txt_q2,consensus,C,1,3,HIGH,hard
high5804.txt_q0,consensus,B,1,3,HIGH,hard
high5804.txt_q1,consensus,D,1,3,HIGH,middle
high5804.txt_q2,consensus,D,0,3,HIGH,hard
high5808.txt_q0,consensus,D,1,3,HIGH,ambiguous
high5808.txt_q1,consensus,C,1,3,HIGH,easy
high5808.txt_q2,consensus,B,1,3,HIGH,hard
high5837.txt_q0,consensus,D,1,3,HIGH,easy
high5837.txt_q1,consensus,C,1,3,HIGH,ambiguous
high5837.txt_q2,consensus,C,1,3,HIGH,middle
high5837.txt_q3,consensus,B,1,3,HIGH,middle
high5870.txt_q0,consensus,B,1,3,HIGH,ambiguous
high5870.txt_q1,consensus,D,1,3,HIGH,ambiguous
high5870.txt_q2,consensus,C,1,3,HIGH,easy
high5874.txt_q0,consensus,B,1,3,HIGH,hard
high5874.txt_q1,consensus,A,1,3,HIGH,ambiguous
high5874.txt_q2,consensus,D,1,3,HIGH,easy
high5874.txt_q3,consensus,B,1,3,HIGH,ambiguous
high5887.txt_q0,consensus,C,1,3,HIGH,ambiguous
high5887.txt_q1,consensus,A,1,3,HIGH,middle
high5887.txt_q2,consensus,D,1,3,HIGH,ambiguous
high5887.txt_q3,consensus,B,1,3,HIGH,middle
high5941.txt_q0,consensus,A,1,3,HIGH,middle
high5941.txt_q1,consensus,B,1,3,HIGH,ambiguous
high5941.txt_q2,consensus,D,1,3,HIGH,ambiguous
high5941.txt_q3,consensus,C,1,3,HIGH,hard
high597.txt_q0,consensus,C,1,3,HIGH,ambiguous
high597.txt_q1,consensus,B,0,3,HIGH,hard
high597.txt_q2,consensus,D,1,3,HIGH,easy
high598.txt_q0,consensus,C,1,3,HIGH,middle
high598.txt_q1,consensus,A,1,3,HIGH,hard
high598.txt_q2,consensus,D,1,3,HIGH,ambiguous
high598.txt_q3,consensus,D,1,3,HIGH,hard
high6008.txt_q0,consensus,D,1,3,HIGH,ambiguous
high6008.txt_q1,consensus,C,1,3,HIGH,middle
high6008.txt_q2,consensus,B,1,3,HIGH,easy
high6008.txt_q3,consensus,A,1,3,HIGH,ambiguous
high6008.txt_q4,consensus,A,1,3,HIGH,hard
high6009.txt_q0,consensus,A,1,3,HIGH,easy
high6009.txt_q1,consensus,D,1,3,HIGH,easy
high6009.txt_q2,consensus,B,1,3,HIGH,ambiguous
high6009.txt_q3,consensus,C,1,3,HIGH,easy
high6015.txt_q0,consensus,A,1,3,HIGH,ambiguous
high6015.txt_q1,consensus,D,1,3,HIGH,middle
high6044.txt_q0,consensus,B,1,3,HIGH,middle
high6044.txt_q1,consensus,C,1,3,HIGH,middle
high6044.txt_q2,consensus,C,1,3,HIGH,hard
high6044.txt_q3,consensus,B,1,3,HIGH,ambiguous
high6053.txt_q0,consensus,C,1,3,HIGH,hard
high6053.txt_q1,consensus,C,1,3,HIGH,ambiguous
high6053.txt_q2,consensus,D,1,3,HIGH,middle
high6053.txt_q3,consensus,A,1,3,HIGH,easy
high6064.txt_q0,consensus,D,1,3,HIGH,middle
high6064.txt_q1,consensus,A,1,3,HIGH,hard
high6064.txt_q2,consensus,D,1,3,HIGH,middle
high6064.txt_q3,consensus,C,1,3,HIGH,ambiguous
high6064.txt_q4,consensus,B,1,3,HIGH,middle
high6087.txt_q0,consensus,A,1,3,HIGH,middle
high6087.txt_q1,consensus,B,1,3,HIGH,ambiguous
high6087.txt_q2,consensus,A,1,3,HIGH,middle
high6152.txt_q0,consensus,D,1,3,HIGH,ambiguous
high6152.txt_q1,consensus,C,1,3,HIGH,hard
high6175.txt_q0,consensus,D,1,3,HIGH,ambiguous
high6175.txt_q1,consensus,C,1,3,HIGH,ambiguous
high6175.txt_q2,consensus,C,1,3,HIGH,ambiguous
high6182.txt_q0,consensus,C,1,3,HIGH,ambiguous
high6182.txt_q1,consensus,A,0,3,HIGH,hard
high6182.txt_q2,consensus,D,0,3,HIGH,hard
high6248.txt_q0,consensus,C,1,3,HIGH,ambiguous
high6248.txt_q1,consensus,D,1,3,HIGH,middle
high6248.txt_q2,consensus,B,1,3,HIGH,ambiguous
high6249.txt_q0,consensus,A,1,3,HIGH,easy
high6249.txt_q1,consensus,C,1,3,HIGH,middle
high6249.txt_q2,consensus,B,1,3,HIGH,easy
high6260.txt_q0,consensus,A,1,3,HIGH,middle
high6260.txt_q1,consensus,D,1,3,HIGH,middle
high6260.txt_q2,consensus,A,1,3,HIGH,ambiguous
high6260.txt_q3,consensus,B,1,3,HIGH,hard
high6274.txt_q0,consensus,B,1,3,HIGH,middle
high6274.txt_q1,consensus,C,1,3,HIGH,middle
high6298.txt_q0,consensus,B,1,3,HIGH,easy
high6298.txt_q1,consensus,A,1,3,HIGH,ambiguous
high6298.txt_q2,consensus,D,1,3,HIGH,easy
high63.txt_q0,consensus,B,1,3,HIGH,middle
high63.txt_q1,consensus,D,1,3,HIGH,middle
high63.txt_q2,consensus,A,1,3,HIGH,middle
high63.txt_q3,consensus,B,1,3,HIGH,ambiguous
high6313.txt_q0,consensus,A,1,3,HIGH,hard
high6313.txt_q1,consensus,D,1,3,HIGH,middle
high6313.txt_q2,consensus,C,1,3,HIGH,hard
high6313.txt_q3,consensus,C,1,3,HIGH,easy
high6326.txt_q0,consensus,C,1,3,HIGH,hard
high6326.txt_q1,consensus,D,1,3,HIGH,hard
high6326.txt_q2,consensus,B,1,3,HIGH,hard
high6331.txt_q0,consensus,B,1,3,HIGH,easy
high6331.txt_q1,consensus,D,1,3,HIGH,middle
high6331.txt_q2,consensus,B,1,3,HIGH,ambiguous
high6348.txt_q0,consensus,C,1,3,HIGH,ambiguous
high6348.txt_q1,consensus,D,1,3,HIGH,hard
high6348.txt_q2,consensus,B,1,3,HIGH,hard
high6348.txt_q3,consensus,C,1,3,HIGH,hard
high6352.txt_q0,consensus,B,1,3,HIGH,middle
high6352.txt_q1,consensus,D,1,3,HIGH,ambiguous
high6352.txt_q2,consensus,D,1,3,HIGH,hard
high6352.txt_q3,consensus,A,1,3,HIGH,hard
high6372.txt_q0,consensus,A,1,3,HIGH,ambiguous
high6384.txt_q0,consensus,C,1,3,HIGH,ambiguous
high6384.txt_q1,consensus,B,1,3,HIGH,ambiguous
high6384.txt_q2,consensus,C,1,3,HIGH,ambiguous
high6396.txt_q0,consensus,B,1,3,HIGH,hard
high6396.txt_q1,consensus,C,1,3,HIGH,ambiguous
high6396.txt_q2,consensus,D,1,3,HIGH,ambiguous
high6396.txt_q3,consensus,D,1,3,HIGH,easy
high6397.txt_q0,consensus,D,0,3,HIGH,hard
high6397.txt_q1,consensus,C,1,3,HIGH,ambiguous
high6397.txt_q2,consensus,B,1,3,HIGH,easy
high6426.txt_q0,consensus,B,1,3,HIGH,ambiguous
high6426.txt_q1,consensus,B,1,3,HIGH,middle
high6426.txt_q2,consensus,D,1,3,HIGH,hard
high6429.txt_q0,consensus,B,1,3,HIGH,ambiguous
high6447.txt_q0,consensus,B,1,3,HIGH,hard
high6447.txt_q1,consensus,C,1,3,HIGH,hard
high6447.txt_q2,consensus,D,1,3,HIGH,easy
high6473.txt_q0,consensus,D,1,3,HIGH,hard
high6473.txt_q1,consensus,D,1,3,HIGH,ambiguous
high6473.txt_q2,consensus,B,1,3,HIGH,hard
high6473.txt_q3,consensus,C,1,3,HIGH,ambiguous
high6488.txt_q0,consensus,A,1,3,HIGH,ambiguous
high6488.txt_q1,consensus,B,1,3,HIGH,hard
