question_id,n_votes,consensus_status,consensus_option,llm_correct
high18756.txt_q2,3,consensus,C,1
high18758.txt_q0,3,consensus,B,1
high18758.txt_q1,3,consensus,D,1
high18758.txt_q2,3,consensus,A,1
high18758.txt_q3,3,consensus,B,1
high18763.txt_q0,3,consensus,A,1
high18763.txt_q1,3,consensus,A,1
high18763.txt_q2,3,consensus,C,1
high18782.txt_q0,3,consensus,B,1
high18782.txt_q1,3,consensus,A,1
high18782.txt_q2,3,consensus,C,1
high18782.txt_q3,3,consensus,C,1
high18798.txt_q0,3,consensus,D,1
high18798.txt_q1,3,consensus,D,1
high18798.txt_q2,3,consensus,A,1
high18810.txt_q0,3,consensus,A,1
high18813.txt_q0,3,consensus,B,1
high18813.txt_q1,3,consensus,A,1
high18813.txt_q2,3,consensus,C,1
high18823.txt_q0,3,consensus,C,1
high18823.txt_q1,3,consensus,A,1
high18823.txt_q2,3,consensus,B,1
high18823.txt_q3,3,consensus,D,1
high18845.txt_q0,3,consensus,B,1
high18845.txt_q1,3,consensus,B,1
high18845.txt_q2,3,consensus,A,1
high18845.txt_q3,3,consensus,C,1
high18847.txt_q0,3,consensus,C,1
high18847.txt_q1,3,consensus,C,1
high18847.txt_q2,3,consensus,A,1
high1885.txt_q0,3,consensus,A,1
high1885.txt_q1,3,consensus,C,1
high1885.txt_q2,3,consensus,C,1
high18865.txt_q0,3,consensus,A,1
high18865.txt_q1,3,consensus,D,1
high18867.txt_q0,3,consensus,B,1
high18867.txt_q1,3,consensus,B,1
high18867.txt_q2,3,consensus,B,1
high18890.txt_q0,3,consensus,D,1
high18890.txt_q1,3,consensus,A,1
high18890.txt_q2,3,consensus,B,1
high18892.txt_q0,3,consensus,D,1
high18892.txt_q1,3,consensus,A,1
high18892.txt_q2,3,consensus,A,1
high18894.txt_q0,3,consensus,D,1
high18894.txt_q1,3,consensus,C,1
high18894.txt_q2,3,consensus,B,1
high18939.txt_q0,3,consensus,A,1
high18939.txt_q1,3,consensus,A,1
high18953.txt_q0,3,consensus,D,1
high18953.txt_q1,3,consensus,C,1
high18971.txt_q0,3,consensus,C,1
high18971.txt_q1,3,consensus,C,1
high18971.txt_q2,3,consensus,B,1
high18971.txt_q3,3,consensus,A,1
high18972.txt_q0,3,consensus,A,0
high18972.txt_q1,3,consensus,D,1
high18973.txt_q0,3,consensus,B,1
high18973.txt_q1,3,consensus,C,1
high18973.txt_q2,3,consensus,C,1
high1898.txt_q0,3,consensus,A,0
high1898.txt_q1,3,consensus,A,1
high1898.txt_q2,3,consensus,D,1
high1898.txt_q3,3,consensus,D,1
high18999.txt_q0,3,consensus,C,1
high18999.txt_q1,3,consensus,B,1
high18999.txt_q2,3,consensus,D,1
high18999.txt_q3,3,consensus,B,1
high19003.txt_q0,3,consensus,B,1
high19003.txt_q1,3,consensus,C,1
high19003.txt_q2,3,consensus,D,1
high19003.txt_q3,3,consensus,D,1
high19010.txt_q0,3,consensus,C,1
high19010.txt_q1,3,consensus,C,1
high19010.txt_q2,3,consensus,C,1
high19018.txt_q0,3,consensus,B,1
high19018.txt_q1,3,consensus,C,1
high19018.txt_q2,3,consensus,A,1
high19018.txt_q3,3,consensus,D,1
high19032.txt_q0,3,consensus,B,0
high19032.txt_q1,3,consensus,C,1
high19032.txt_q2,3,consensus,D,1
high19091.txt_q0,3,consensus,C,1
high19091.txt_q1,3,consensus,A,1
high19091.txt_q2,3,consensus,C,1
high19096.txt_q0,3,consensus,D,1
high19103.txt_q0,3,consensus,C,1
high19103.txt_q1,3,consensus,D,1
high19103.txt_q2,3,consensus,D,1
high19103.txt_q3,3,consensus,B,1
high19160.txt_q0,3,consensus,B,1
high19160.txt_q1,3,consensus,A,1
high19160.txt_q2,3,consensus,C,1
high19183.txt_q0,3,consensus,A,1
high19183.txt_q1,3,consensus,C,1
high19183.txt_q2,3,consensus,B,1
high19183.txt_q3,3,consensus,C,1
high19195.txt_q0,3,consensus,D,1
high19195.txt_q1,3,consensus,C,1
high19195.txt_q2,3,consensus,B,1
high19201.txt_q0,3,consensus,B,1
high19201.txt_q1,3,consensus,B,1
high19201.txt_q2,3,consensus,C,1
high19201.txt_q3,3,consensus,A,1
high19201.txt_q4,3,consensus,C,1
high19218.txt_q0,3,consensus,C,1
high19218.txt_q1,3,consensus,D,1
high19218.txt_q2,3,consensus,C,1
high19218.txt_q3,3,consensus,B,1
high19235.txt_q0,3,consensus,D,1
high19235.txt_q1,3,consensus,C,1
high19235.txt_q2,3,consensus,A,1
high19235.txt_q3,3,consensus,D,1
high19243.txt_q0,3,consensus,D,1
high19243.txt_q1,3,consensus,D,1
high19243.txt_q2,3,consensus,B,1
high19244.txt_q0,3,consensus,D,1
high19244.txt_q1,3,consensus,C,1
high19244.txt_q2,3,consensus,A,1
high19279.txt_q0,3,consensus,B,1
high19279.txt_q1,3,consensus,A,1
high19279.txt_q2,3,consensus,C,1
high19286.txt_q0,3,consensus,D,1
high19286.txt_q1,3,consensus,D,1
high19286.txt_q2,3,consensus,C,1
high19295.txt_q0,3,consensus,C,1
high19295.txt_q1,3,consensus,B,1
high19295.txt_q2,3,consensus,D,1
high19295.txt_q3,3,consensus,B,1
high19295.txt_q4,3,consensus,A,1
high19331.txt_q0,3,consensus,C,1
high19331.txt_q1,3,consensus,D,1
high19331.txt_q2,3,consensus,D,1
high19332.txt_q0,3,consensus,A,1
high19332.txt_q1,3,consensus,D,1
high19332.txt_q2,3,consensus,D,1
high19332.txt_q3,3,consensus,C,1
high19344.txt_q0,3,consensus,A,0
high19344.txt_q1,3,consensus,B,1
high19344.txt_q2,3,consensus,C,1
high19349.txt_q0,3,consensus,A,1
high19349.txt_q1,3,consensus,B,1
high19349.txt_q2,3,consensus,C,1
high19349.txt_q3,3,consensus,B,1
high19376.txt_q0,3,consensus,B,1
high19403.txt_q0,3,consensus,C,1
high19403.txt_q1,3,consensus,D,1
high19424.txt_q0,3,consensus,C,1
high19440.txt_q0,3,consensus,C,1
high19440.txt_q1,3,consensus,A,1
high19457.txt_q0,3,consensus,D,1
high19457.txt_q1,3,consensus,C,1
high19457.txt_q2,3,consensus,B,1
high19457.txt_q3,3,consensus,A,1
high1951.txt_q0,3,consensus,B,1
high1951.txt_q1,3,consensus,B,1
high1951.txt_q2,3,consensus,C,1
high19511.txt_q0,3,consensus,C,1
high19511.txt_q1,3,consensus,A,1
high19511.txt_q2,3,consensus,B,1
high19544.txt_q0,3,consensus,C,1
high19544.txt_q1,3,consensus,A,1
high19544.txt_q2,3,consensus,C,1
high19572.txt_q0,3,consensus,B,1
high19572.txt_q1,3,consensus,C,1
high19572.txt_q2,3,consensus,A,1
high19572.txt_q3,3,consensus,D,1
high19613.txt_q0,3,consensus,B,1
high19613.txt_q1,3,consensus,C,1
high19613.txt_q2,3,consensus,D,1
high19613.txt_q3,3,consensus,B,1
high19651.txt_q0,3,consensus,B,1
high19651.txt_q1,3,no_consensus,,0
high19651.txt_q2,3,consensus,A,1
high19692.txt_q0,3,consensus,A,1
high19692.txt_q1,3,consensus,B,1
high19692.txt_q2,3,consensus,A,1
high19751.txt_q0,3,consensus,B,1
high19751.txt_q1,3,consensus,C,1
high19751.txt_q2,3,consensus,B,1
high19763.txt_q0,3,consensus,B,1
high19763.txt_q1,3,consensus,C,1
high19763.txt_q2,3,consensus,D,1
high19778.txt_q0,3,consensus,B,1
high19778.txt_q1,3,consensus,C,1
high19789.txt_q0,3,consensus,C,1
high19789.txt_q1,3,consensus,A,1
high19789.txt_q2,3,consensus,D,1
high19789.txt_q3,3,consensus,B,1
high19814.txt_q0,3,consensus,D,1
high19814.txt_q1,3,consensus,C,1
high19814.txt_q2,3,consensus,B,1
high19814.txt_q3,3,consensus,A,1
high19814.txt_q4,3,consensus,D,1
high19831.txt_q0,3,consensus,B,1
high19831.txt_q1,3,consensus,D,1
high19831.txt_q2,3,consensus,C,1
high19831.txt_q3,3,consensus,A,1
high19840.txt_q0,3,consensus,B,0
high19840.txt_q1,3,consensus,D,1
high19840.txt_q2,3,consensus,B,1
high19855.txt_q0,3,consensus,B,1
high19855.txt_q1,3,consensus,C,1
high19855.txt_q2,3,consensus,B,1
high19855.txt_q3,3,consensus,A,1
high19902.txt_q0,3,consensus,D,1
high19902.txt_q1,3,consensus,D,1
high19902.txt_q2,3,consensus,A,1
high19902.txt_q3,3,consensus,B,1
high19906.txt_q0,3,consensus,A,1
high19906.txt_q1,3,consensus,A,1
high19906.txt_q2,3,consensus,D,1
high19911.txt_q0,3,consensus,C,1
high19911.txt_q1,3,consensus,D,1
high19911.txt_q2,3,consensus,B,1
high19926.txt_q0,3,consensus,B,0
high19980.txt_q0,3,consensus,B,1
high19980.txt_q1,3,consensus,A,1
high19980.txt_q2,3,consensus,C,1
high19980.txt_q3,3,consensus,A,1
high19991.txt_q0,3,consensus,D,1
high19991.txt_q1,3,consensus,C,1
high19991.txt_q2,3,consensus,B,1
high19991.txt_q3,3,consensus,D,1
high19991.txt_q4,3,consensus,A,1
high19992.txt_q0,3,consensus,D,1
high19992.txt_q1,3,consensus,D,1
high19992.txt_q2,3,consensus,A,1
high19992.txt_q3,3,consensus,B,1
high2000.txt_q0,3,consensus,B,1
high2000.txt_q1,3,consensus,A,1
high2000.txt_q2,3,consensus,C,1
high20006.txt_q0,3,consensus,B,1
high20006.txt_q1,3,consensus,D,1
high20006.txt_q2,3,consensus,A,1
high20006.txt_q3,3,consensus,A,1
high20008.txt_q0,3,consensus,B,1
high20008.txt_q1,3,consensus,A,1
high20008.txt_q2,3,consensus,C,1
high20008.txt_q3,3,consensus,D,1
high20008.txt_q4,3,consensus,C,1
high20135.txt_q0,3,consensus,B,0
high20135.txt_q1,3,consensus,B,1
high20182.txt_q0,3,consensus,D,1
high20182.txt_q1,3,consensus,A,1
high20182.txt_q2,3,consensus,B,1
high202.txt_q0,3,consensus,C,1
high202.txt_q1,3,consensus,B,1
high202.txt_q2,3,consensus,C,1
high202.txt_q3,3,consensus,D,1
high20202.txt_q0,3,consensus,C,0
high20202.txt_q1,3,consensus,C,1
high20202.txt_q2,3,consensus,D,1
high20209.txt_q0,3,consensus,B,1
high20209.txt_q1,3,consensus,A,1
high20209.txt_q2,3,consensus,D,1
high20209.txt_q3,3,consensus,A,1
high20219.txt_q0,3,consensus,A,1
high20219.txt_q1,3,consensus,A,0
high20219.txt_q2,3,consensus,D,1
high20219.txt_q3,3,consensus,A,1
high20234.txt_q0,3,consensus,A,1
high20234.txt_q1,3,consensus,B,1
high20288.txt_q0,3,consensus,D,1
high20288.txt_q1,3,consensus,B,1
high20301.txt_q0,3,consensus,B,1
high20301.txt_q1,3,consensus,D,1
high20301.txt_q2,3,consensus,A,1
high20301.txt_q3,3,consensus,D,1
high20302.txt_q0,3,consensus,B,1
high20302.txt_q1,3,consensus,D,1
high20302.txt_q2,3,consensus,A,1
high20302.txt_q3,3,consensus,C,1
high20319.txt_q0,3,consensus,A,1
high20319.txt_q1,3,consensus,D,1
high20319.txt_q2,3,consensus,B,1
high20319.txt_q3,3,consensus,A,1
high20319.txt_q4,3,consensus,B,1
high2034.txt_q0,3,consensus,D,0
high2034.txt_q1,3,consensus,A,0
high2034.txt_q2,3,consensus,B,0
high2034.txt_q3,3,consensus,B,0
high20369.txt_q0,3,consensus,B,1
high20369.txt_q1,3,consensus,A,1
high20369.txt_q2,3,consensus,D,1
high20369.txt_q3,3,consensus,C,1
high20369.txt_q4,3,consensus,A,1
high20373.txt_q0,3,consensus,A,1
high20373.txt_q1,3,consensus,A,1
high20373.txt_q2,3,consensus,B,1
high20375.txt_q0,3,consensus,B,1
high20375.txt_q1,3,consensus,C,1
high20375.txt_q2,3,consensus,B,1
high20375.txt_q3,3,consensus,D,1
high20449.txt_q0,3,consensus,D,1
high20449.txt_q1,3,consensus,B,1
high20449.txt_q2,3,consensus,C,1
high20449.txt_q3,3,consensus,A,1
high20469.txt_q0,3,consensus,D,1
high20469.txt_q1,3,consensus,A,0
high20469.txt_q2,3,consensus,D,1
high20469.txt_q3,3,consensus,A,1
high20488.txt_q0,3,consensus,B,1
high20488.txt_q1,3,consensus,D,1
high20488.txt_q2,3,consensus,A,1
high20504.txt_q0,3,consensus,B,1
high20504.txt_q1,3,consensus,D,1
high20504.txt_q2,3,consensus,C,1
high20504.txt_q3,3,consensus,C,1
high20516.txt_q0,3,consensus,C,1
high20516.txt_q1,3,consensus,D,1
high20516.txt_q2,3,consensus,B,1
high20537.txt_q0,3,consensus,C,0
high20537.txt_q1,3,consensus,B,1
high20537.txt_q2,3,consensus,C,1
high2054.txt_q0,3,consensus,C,1
high2054.txt_q1,3,consensus,B,1
high2054.txt_q2,3,consensus,A,1
high2054.txt_q3,3,consensus,A,1
high2054.txt_q4,3,consensus,A,1
high20555.txt_q0,3,consensus,B,1
high20555.txt_q1,3,consensus,D,1
high20555.txt_q2,3,consensus,A,1
high20555.txt_q3,3,consensus,D,1
high20564.txt_q0,3,consensus,D,1
high20564.txt_q1,3,consensus,B,1
high20564.txt_q2,3,consensus,C,1
high2057.txt_q0,3,consensus,A,1
high2057.txt_q1,3,consensus,D,1
high2057.txt_q2,3,consensus,C,1
high2057.txt_q3,3,consensus,B,1
high2057.txt_q4,3,consensus,C,1
high20574.txt_q0,3,consensus,B,0
high20574.txt_q1,3,consensus,A,0
high20574.txt_q2,3,consensus,D,0
high20574.txt_q3,3,consensus,C,0
high20574.txt_q4,3,consensus,A,0
high20583.txt_q0,3,consensus,D,1
high20583.txt_q1,3,consensus,C,1
high20583.txt_q2,3,consensus,D,0
high20583.txt_q3,3,consensus,D,1
high20604.txt_q0,3,consensus,B,1
high20604.txt_q1,3,consensus,C,1
high20604.txt_q2,3,consensus,D,1
high20604.txt_q3,3,consensus,C,1
high20607.txt_q0,3,consensus,D,1
high20607.txt_q1,3,consensus,B,1
high20607.txt_q2,3,consensus,A,1
high20607.txt_q3,3,consensus,C,1
high2064.txt_q0,3,consensus,A,1
high2064.txt_q1,3,consensus,C,1
high2064.txt_q2,3,consensus,B,1
high2064.txt_q3,3,consensus,D,1
high20651.txt_q0,3,consensus,D,1
high20651.txt_q1,3,consensus,A,1
high20651.txt_q2,3,consensus,C,1
high20651.txt_q3,3,consensus,B,1
high2067.txt_q0,3,consensus,A,1
high2067.txt_q1,3,consensus,C,1
high2067.txt_q2,3,consensus,D,1
high20675.txt_q0,3,consensus,A,1
high20675.txt_q1,3,consensus,B,1
high20675.txt_q2,3,consensus,D,1
high20675.txt_q3,3,consensus,C,1
high20675.txt_q4,3,consensus,D,1
high20686.txt_q0,3,consensus,D,0
high20686.txt_q1,3,consensus,D,1
high20686.txt_q2,3,consensus,A,1
high20686.txt_q3,3,consensus,C,1
high20686.txt_q4,3,consensus,A,1
high20709.txt_q0,3,consensus,B,1
high20709.txt_q1,3,consensus,A,1
high20820.txt_q0,3,consensus,A,1
high20820.txt_q1,3,consensus,B,1
high20888.txt_q0,3,consensus,C,1
high20888.txt_q1,3,consensus,B,1
high20888.txt_q2,3,consensus,D,1
high2094.txt_q0,3,consensus,A,1
high2094.txt_q1,3,consensus,D,1
high2094.txt_q2,3,consensus,C,1
high20943.txt_q0,3,consensus,A,1
high20943.txt_q1,3,consensus,B,1
high20963.txt_q0,3,consensus,C,1
high20963.txt_q1,3,consensus,B,1
high20963.txt_q2,3,consensus,C,1
high20980.txt_q0,3,consensus,D,1
high20980.txt_q1,3,consensus,C,1
high20980.txt_q2,3,consensus,A,1
high21029.txt_q0,3,consensus,B,1
high21029.txt_q1,3,consensus,D,1
high21029.txt_q2,3,consensus,C,1
high21029.txt_q3,3,consensus,A,1
high21041.txt_q0,3,consensus,C,0
high21041.txt_q1,3,consensus,D,1
high21041.txt_q2,3,consensus,B,1
high21041.txt_q3,3,consensus,C,1
high21117.txt_q0,3,consensus,D,1
high21117.txt_q1,3,consensus,B,1
high21117.txt_q2,3,consensus,C,1
high21119.txt_q0,3,consensus,B,0
high21119.txt_q1,3,consensus,B,1
high21119.txt_q2,3,consensus,D,1
high21119.txt_q3,3,consensus,D,1
high21142.txt_q0,3,consensus,C,1
high21142.txt_q1,3,consensus,D,1
high21148.txt_q0,3,consensus,C,1
high21148.txt_q1,3,consensus,D,1
high21148.txt_q2,3,consensus,A,1
high21148.txt_q3,3,consensus,A,1
high21158.txt_q0,3,consensus,C,0
high21158.txt_q1,3,consensus,B,1
high21158.txt_q2,3,consensus,B,0
high21158.txt_q3,3,consensus,B,0
high21158.txt_q4,3,consensus,C,1
high21158.txt_q5,3,consensus,D,1
high21171.txt_q0,3,consensus,B,1
high21171.txt_q1,3,consensus,C,1
high21171.txt_q2,3,consensus,A,1
high21171.txt_q3,3,consensus,B,1
high21171.txt_q4,3,consensus,B,1
high21229.txt_q0,3,consensus,B,1
high21229.txt_q1,3,consensus,B,1
high21229.txt_q2,3,consensus,A,1
high21240.txt_q0,3,consensus,D,1
high21240.txt_q1,3,consensus,B,1
high21240.txt_q2,3,consensus,C,1
high21240.txt_q3,3,consensus,C,1
high21264.txt_q0,3,consensus,B,1
high21264.txt_q1,3,consensus,D,1
high21264.txt_q2,3,consensus,C,1
high21359.txt_q0,3,consensus,C,1
high21359.txt_q1,3,consensus,C,1
high21359.txt_q2,3,consensus,D,1
high21364.txt_q0,3,consensus,D,1
high21364.txt_q1,3,consensus,D,1
high21364.txt_q2,3,consensus,B,1
high21438.txt_q0,3,consensus,A,1
high21438.txt_q1,3,consensus,A,1
high21438.txt_q2,3,consensus,B,1
high21455.txt_q0,3,consensus,B,1
high21455.txt_q1,3,consensus,D,1
high21455.txt_q2,3,consensus,D,1
high21456.txt_q0,3,consensus,B,1
high21456.txt_q1,3,no_consensus,,0
high21456.txt_q2,3,consensus,C,1
high21456.txt_q3,3,consensus,D,1
high21484.txt_q0,3,consensus,D,1
high21484.txt_q1,3,consensus,B,1
high21484.txt_q2,3,consensus,B,1
high21484.txt_q3,3,consensus,D,1
high21509.txt_q0,3,consensus,B,1
high21509.txt_q1,3,consensus,A,1
high21509.txt_q2,3,consensus,C,1
high21509.txt_q3,3,consensus,B,1
high21533.txt_q0,3,consensus,B,1
high21533.txt_q1,3,consensus,B,1
high21533.txt_q2,3,consensus,D,1
high21540.txt_q0,3,consensus,C,1
high21540.txt_q1,3,consensus,D,1
high21540.txt_q2,3,consensus,A,1
high21540.txt_q3,3,consensus,C,1
high21603.txt_q0,3,consensus,B,1
high21603.txt_q1,3,consensus,D,1
high21603.txt_q2,3,consensus,D,1
high21603.txt_q3,3,consensus,A,1
high21603.txt_q4,3,consensus,C,1
high21620.txt_q0,3,consensus,B,1
high21620.txt_q1,3,consensus,B,1
high21620.txt_q2,3,consensus,D,1
high21620.txt_q3,3,consensus,A,1
high21681.txt_q0,3,consensus,D,1
high21681.txt_q1,3,consensus,C,1
high21681.txt_q2,3,consensus,A,1
high21699.txt_q0,3,consensus,B,1
high21699.txt_q1,3,consensus,D,1
high21699.txt_q2,3,consensus,D,1
high21699.txt_q3,3,consensus,C,1
high21703.txt_q0,3,consensus,A,1
high21703.txt_q1,3,consensus,C,1
high21703.txt_q2,3,consensus,A,1
high21735.txt_q0,3,consensus,D,1
high21735.txt_q1,3,consensus,C,1
high21735.txt_q2,3,consensus,C,1
high2176.txt_q0,3,consensus,A,1
high2176.txt_q1,3,consensus,D,1
high2176.txt_q2,3,consensus,B,1
high2176.txt_q3,3,consensus,B,1
high2176.txt_q4,3,consensus,C,1
high21769.txt_q0,3,consensus,D,1
high21769.txt_q1,3,consensus,B,1
high21769.txt_q2,3,consensus,A,1
high21769.txt_q3,3,consensus,A,1
high21774.txt_q0,3,consensus,A,1
high21774.txt_q1,3,consensus,A,1
high21774.txt_q2,3,consensus,C,1
high21782.txt_q0,3,consensus,B,1
high21782.txt_q1,3,consensus,A,1
high21782.txt_q2,3,consensus,C,1
high21824.txt_q0,3,consensus,A,1
high21824.txt_q1,3,consensus,C,1
high21824.txt_q2,3,consensus,C,1
high21824.txt_q3,3,consensus,B,1
high21838.txt_q0,3,consensus,D,1
high21838.txt_q1,3,consensus,D,1
high21838.txt_q2,3,consensus,B,1
high2186.txt_q0,3,consensus,B,1
high2186.txt_q1,3,consensus,A,1
high2186.txt_q2,3,consensus,D,1
high2186.txt_q3,3,consensus,B,1
high2186.txt_q4,3,consensus,A,1
high21866.txt_q0,3,consensus,B,1
high21866.txt_q1,3,consensus,D,1
high21905.txt_q0,3,consensus,B,1
high21905.txt_q1,3,consensus,C,1
high21905.txt_q2,3,consensus,A,1
high21905.txt_q3,3,consensus,B,1
high21905.txt_q4,3,consensus,D,0
high21936.txt_q0,3,consensus,B,1
high21936.txt_q1,3,consensus,C,1
high21936.txt_q2,3,consensus,D,1
high21936.txt_q3,3,consensus,C,1
high21958.txt_q0,3,consensus,D,1
high21958.txt_q1,3,consensus,A,0
high21958.txt_q2,3,consensus,C,1
high22017.txt_q0,3,consensus,B,1
high22017.txt_q1,3,consensus,B,1
high22017.txt_q2,3,consensus,C,1
high22018.txt_q0,3,consensus,D,1
high22018.txt_q1,3,consensus,C,1
high22018.txt_q2,3,consensus,D,1
high22028.txt_q0,3,consensus,B,1
high22028.txt_q1,3,consensus,C,1
high22028.txt_q2,3,consensus,D,1
high22046.txt_q0,3,consensus,D,1
high22046.txt_q1,3,consensus,B,1
high22059.txt_q0,3,consensus,D,1
high22059.txt_q1,3,consensus,B,1
high22059.txt_q2,3,consensus,C,1
high22059.txt_q3,3,consensus,D,1
high22062.txt_q0,3,consensus,B,1
high22062.txt_q1,3,consensus,A,1
high22062.txt_q2,3,consensus,A,1
high22062.txt_q3,3,consensus,C,1
high22062.txt_q4,3,consensus,D,1
high22065.txt_q0,3,consensus,B,1
high22065.txt_q1,3,consensus,A,1
high22067.txt_q0,3,consensus,C,1
high22067.txt_q1,3,consensus,B,1
high22067.txt_q2,3,consensus,A,1
high22067.txt_q3,3,consensus,C,0
high22077.txt_q0,3,consensus,D,1
high22077.txt_q1,3,consensus,D,1
high22077.txt_q2,3,consensus,C,1
high2210.txt_q0,3,consensus,A,1
high2210.txt_q1,3,consensus,B,1
high2210.txt_q2,3,consensus,A,1
high22262.txt_q0,3,consensus,B,1
high22262.txt_q1,3,consensus,D,0
high22309.txt_q0,3,consensus,C,1
high22309.txt_q1,3,consensus,A,1
high22309.txt_q2,3,consensus,D,1
high22309.txt_q3,3,consensus,B,0
high22311.txt_q0,3,consensus,C,1
high22311.txt_q1,3,consensus,D,1
high22311.txt_q2,3,consensus,A,1
high22311.txt_q3,3,consensus,B,1
high22344.txt_q0,3,consensus,C,1
high22344.txt_q1,3,consensus,C,1
high22344.txt_q2,3,consensus,A,1
high2235.txt_q0,3,consensus,D,0
high2235.txt_q1,3,consensus,B,1
high2235.txt_q2,3,consensus,C,1
high2235.txt_q3,3,consensus,D,1
high22365.txt_q0,3,consensus,C,1
high22365.txt_q1,3,consensus,B,1
high22365.txt_q2,3,consensus,D,1
high22365.txt_q3,3,consensus,A,1
high22379.txt_q0,3,consensus,B,1
high22379.txt_q1,3,consensus,C,1
high22379.txt_q2,3,consensus,A,1
high22379.txt_q3,3,consensus,D,1
high22379.txt_q4,3,consensus,B,1
high22398.txt_q0,3,consensus,D,1
high22398.txt_q1,3,consensus,A,1
high22398.txt_q2,3,consensus,C,1
high22398.txt_q3,3,consensus,D,1
high22398.txt_q4,3,consensus,C,1
high22434.txt_q0,3,consensus,B,1
high22434.txt_q1,3,consensus,C,1
high2244.txt_q0,3,consensus,A,1
high2244.txt_q1,3,consensus,B,1
high2244.txt_q2,3,consensus,C,1
high22463.txt_q0,3,consensus,A,1
high22463.txt_q1,3,consensus,D,1
high22463.txt_q2,3,consensus,D,1
high22463.txt_q3,3,consensus,B,1
high2247.txt_q0,3,consensus,B,1
high2247.txt_q1,3,consensus,B,1
high2247.txt_q2,3,consensus,C,1
high2247.txt_q3,3,consensus,C,1
high22470.txt_q0,3,consensus,A,1
high22470.txt_q1,3,consensus,B,1
high22470.txt_q2,3,consensus,D,1
high22470.txt_q3,3,consensus,B,1
high22475.txt_q0,3,consensus,C,1
high22475.txt_q1,3,consensus,A,1
high22475.txt_q2,3,consensus,C,1
high22543.txt_q0,3,consensus,B,1
high22543.txt_q1,3,consensus,D,1
high22543.txt_q2,3,consensus,A,1
high22543.txt_q3,3,consensus,B,1
high22571.txt_q0,3,consensus,A,0
high22571.txt_q1,3,consensus,B,1
high22576.txt_q0,3,consensus,B,1
high22576.txt_q1,3,consensus,A,1
high22576.txt_q2,3,consensus,B,1
high22608.txt_q0,3,consensus,C,1
high22608.txt_q1,3,consensus,B,1
high22608.txt_q2,3,consensus,B,1
high22615.txt_q0,3,consensus,B,0
high22615.txt_q1,3,consensus,B,1
high22615.txt_q2,3,consensus,D,1
high22654.txt_q0,3,consensus,D,1
high22654.txt_q1,3,consensus,D,1
high22654.txt_q2,3,consensus,C,1
high22654.txt_q3,3,consensus,A,1
high22666.txt_q0,3,consensus,B,1
high22666.txt_q1,3,consensus,B,1
high22666.txt_q2,3,consensus,C,1
high22666.txt_q3,3,consensus,C,1
high2273.txt_q0,3,consensus,C,1
high2273.txt_q1,3,consensus,B,1
high2273.txt_q2,3,consensus,A,0
high22764.txt_q0,3,consensus,B,1
high22764.txt_q1,3,consensus,D,1
high22764.txt_q2,3,consensus,B,1
high22764.txt_q3,3,consensus,C,1
high22764.txt_q4,3,consensus,A,1
high22783.txt_q0,3,consensus,A,1
high22783.txt_q1,3,consensus,C,1
high22783.txt_q2,3,consensus,D,1
high22807.txt_q0,3,consensus,A,1
high22807.txt_q1,3,consensus,C,1
high22807.txt_q2,3,consensus,C,1
high22807.txt_q3,3,consensus,B,1
high22807.txt_q4,3,consensus,D,1
high22839.txt_q0,3,consensus,A,1
high22839.txt_q1,3,consensus,D,1
high22839.txt_q2,3,consensus,C,1
high22861.txt_q0,3,consensus,B,1
high22861.txt_q1,3,consensus,A,1
high22861.txt_q2,3,consensus,B,1
high22976.txt_q0,3,consensus,B,1
high22976.txt_q1,3,consensus,A,1
high22976.txt_q2,3,consensus,C,1
high22976.txt_q3,3,consensus,B,1
high2298.txt_q0,3,consensus,B,1
high2298.txt_q1,3,consensus,D,1
high2298.txt_q2,3,consensus,A,1
high22990.txt_q0,3,consensus,D,1
high22990.txt_q1,3,consensus,B,1
high22990.txt_q2,3,consensus,A,0
high22990.txt_q3,3,consensus,C,1
high23039.txt_q0,3,consensus,D,1
high23039.txt_q1,3,consensus,B,1
high23039.txt_q2,3,consensus,D,1
high23039.txt_q3,3,consensus,B,1
high23070.txt_q0,3,consensus,D,1
high23070.txt_q1,3,consensus,A,1
high23070.txt_q2,3,consensus,B,1
high23108.txt_q0,3,consensus,C,1
high23108.txt_q1,3,consensus,D,1
high23108.txt_q2,3,consensus,A,1
high23119.txt_q0,3,consensus,B,1
high23119.txt_q1,3,consensus,D,1
high23119.txt_q2,3,consensus,C,1
high23119.txt_q3,3,consensus,A,1
high23127.txt_q0,3,consensus,B,1
high23127.txt_q1,3,consensus,B,1
high23127.txt_q2,3,consensus,C,1
high23166.txt_q0,3,consensus,C,1
high23196.txt_q0,3,consensus,B,0
high23196.txt_q1,3,consensus,A,1
high23196.txt_q2,3,consensus,B,1
high23196.txt_q3,3,consensus,D,1
high23196.txt_q4,3,consensus,C,1
high23206.txt_q0,3,consensus,B,1
high23206.txt_q1,3,consensus,C,0
high23206.txt_q2,3,consensus,D,1
high23206.txt_q3,3,consensus,C,1
high23335.txt_q0,3,consensus,D,1
high23335.txt_q1,3,consensus,D,1
high23335.txt_q2,3,consensus,B,1
high23335.txt_q3,3,consensus,C,1
high23340.txt_q0,3,consensus,A,1
high23340.txt_q1,3,consensus,B,1
high23340.txt_q2,3,consensus,C,1
high23340.txt_q3,3,consensus,D,1
