blind_item_id,passage,question,option_A,option_B,option_C,option_D,rater_answer,answer_confidence,evidence_demand,cannot_judge,optional_stage1_note,official_answer_key,key_problem,stem_problem,distractor_problem,evidence_problem,optional_stage2_note
A050,"Cholesterol                          Dr, Arlene Donar, Medical
Watchers                                     Director SPECIAL PURCHASE
ALERT-JULY 2008
""BEST PRODUCT WE VE EVER SEEN""--THIS REALLY-WORKS--ON SALE NOW
Need to ler your cho1esterol ?  We strongly recommend
CholesterolblockTM, This really works, and how is the best time to buy, because of a special offer for the first 250 customers only for a limited time.
*Takes cholesterol out of food, no matter what you eat.
*Clinically demonstrated effective in university and hospital testing,.
*Lowers cholesterol absorption up to 42% or more.
*NO SIEDE EFFCTS unlike LiptorR, ZocorR, CrestorR& other commonly prescribed medications safe and effective.
*Outsells all other brands on Internet every month.
LIMITED TIME ONLY---Try Cholesterol Watchers free with purchase.",Where can you most probably read this passage?,In a travel guide book.,On a university bulletin board.,In a health magazine.,In a doctor's prescription.,C,3,2,0,,C,0,0,0,0,
A051,"One year our family decided to have a special celebration of Mother's Day, as a token of appreciations for all the sacrifices that Mother had made for us. After breakfast we had arranged, as a surprise, to hire a car and take her for a beautiful drive in the country. Mother was rarely able to have a treat like that, because she was busy in the house nearly all the time.
But on the very morning of the day, we changed the plan a little, because it occurred to Father that it would be even better to take Mother fishing. As the car was hired and paid for, we might as well use it to drive up into the hills where the streams are. As Father said, if you just go driving without object, you have a sense of aimlessness, but if you are going to fish there is a definite purpose that heightens the enjoyment.
So we all felt it would be nicer for Mother to have a definite purpose . Father had just got a fishing rod the day before, which he said mother could use if she wanted to. Only Mother said she would much rather watch him fish than try to fish herself.
So we got her to make up a sandwich lunch in case we got hungry, though we were to come home again to a big festive dinner.
Well, when the car came to the door, it turned out that there was not as much space in it as we had supposed. It was plain that we couldn't all get in.
Father said that he could just stay home and put in the time working in the garden. He said that there was a lot of rough dirty work that he could do, like digging a trench for the garbage, which would save hiring a man, and so he said that he'd stay home; he said that we were not to let the fact that he had not had a real holiday for three years stand in our way. He wanted us to go right ahead and not to mind him.
But of course we all felt that it would never do to let Father stay home, especially as we knew he would make trouble if he did. The two girls, Anne and Mary, would have stayed and helped the maid get dinner, only it seemed such a pity,for the two girls were eager to show their new hats on a lovely day like this. But they said that Mother had only to say the word and they'd gladly stay home and work. Will and I would have dropped out, but unfortunately we wouldn't have been any use in preparing the dinner.",Why didn't the author drop out of the activity?,Because his sisters didn't join in.,Because he needed to have dinner.,Because he couldn't cook the dinner.,Because he hadn't had a real holiday for three years.,C,1,1,0,,C,1,0,0,0,Passage supports D about as well as the key; I'd call this a toss-up.
A052,"In the tenth grade,I began working for free at a vet's that was run by a friend. I wanted to get experience for what I thought would be my future job. However,on one particular Saturday morning I learnt something perhaps more important.
The hospital was in the middle of one of the poorer sections of the city and some people could only pay for the most basic treatments. On this Saturday,a man and his young son,who was probably about 7 years old,walked in with a small cat in a cardboard box. There was something wrong with the cat's left eye. But the man could not afford to pay for the cost of the medicine. He kept quiet for a while,and then he asked where the nearest animal shelter was. Hearing this,his son cried and started to argue with him. All of a sudden,an older woman who was sitting in the waiting room stood up,walked up to the counter,and told the man that she would pay for the cost. The man thanked her and the son got to keep a healthy cat.
I always thought it was the right thing to help out a needy person,but I only saw people do acts of kindness on TV or in movies. What the woman did made me believe that these things do happen in real life,and quite often.
Now,when I can't decide whether to help someone who is in need,I remember this woman,and then I have the courage to step up to the plate. Sometimes other people follow.",What would the man probably do with the cat if the woman didn't help him?,Take it home without treatment.,Give it to someone on the street.,Give it to the woman.,Give it up.,D,2,3,0,,D,0,0,1,1,One distractor is basically restating another option.
A053,"It's official, not making your bed keeps you healthy. Dust mites   present in everyone's home can cause asthma, but they can not live in the dry conditions of an unmade bed.
The average bed is home to one and a half million mites, and they cause a number of common allergies  , as they chomp away on human skin in the night; and then produce the allergens which we inhale  .
Dust mites grow in the warm humid conditions prevalent in the occupied bed, but they cannot multiply without moisture. So leaving the bed unmade during the day means that the water is not retained by the sheets, which means that the mites dehydrate   and die.
Researcher Dr. Stephen Pretlove who has developed a computer model to track how changes in the home can reduce a numbers of dust mites said, ""We know that mites can only survive by taking in water from the atmosphere using small glands on the outside of their body.""
In the next stage of their research, the scientists are putting mite pockets into beds in 36 houses around the United Kingdom. This will test the _ of the computer model and will investigate how people's daily routines affect mite populations.
Building features such as heating ventilation   and insulation   will also be adjustable to monitor how the mites cope and react to different atmospheres.
Dr. Pretlove said the research had potential to reduce the PS700 million spent treating mite-induced illnesses each year in the UK.
""Our findings could help building designers create healthy homes and health care workers point out environments most at risk from mites.""
Dr. Matt Hallsworth, of the charity Asthma UK, said, ""House-dust mite allergen can be an important trigger for many people with asthma, but at present many people find they are inevitable.""",What is the best title of the passage?,The Causes of Asthma,Research on Allergies,Don't make your bed and stay healthy,The Bad Effects of Mites,C,4,1,0,,C,0,0,0,0,
A054,"Over 30 000 years ago,people from northern Asia went to America.Today we can tell these people Indians.
The Indians went to America because the weather began to change.Northern Asia became very cold.Everything froze.They had to move or they would die.How did the first Indians go to America? They walked!
Later Columbus found the New World in 1492.At first,only a few Europeans followed.They traveled to America in boats.For the next 300 years,about 500 000 people went there.Then the number grew very quickly.From 1815 to 1915,over 32 000 000 Europeans left their countries for the United States.The biggest groups went from Germany and Italy.These Europeans spoke many different languages.Most of them took almost no money.They went to America to find a better life.",The New world was   _  .,Italy,northern Asia,Germany,America,D,3,4,0,,D,0,0,0,0,
A055,"Some students will have no time to relax, while others have no plan for the coming February.
Denial, a high school student, who is going to take part in the college entrance examination, said he had to go to the capital city of Guangdong Province every weekend. He has found a new professor who can help him prepare for the exam. His family is not rich, but his parents offer him 800 yuan for each lesson and 200 yuan to pay for the bus ticket. He said he would try his best to pass the exam next year. Therefore, he has to practice playing the piano 6 hours a day before every lesson. He said he even thought sleeping was a waste of time. How hard-working he is!
However, not every student has a perfect plan like Denial. His younger sister doesn't get up until noon. She said holiday was boring because she couldn't play with her classmates. That's why she keeps sleeping for a long time to avoid being bored. What a special reason, isn't it?
Do you like their holiday plans? If not, why not listen to Aunt Li for advice?
Dear students,
How can you have a wonderful holiday? Both relaxing and studying are very important for you. I suggest you make good use of your time every day and make a plan before the holiday begins. Two hours' study is not a long time, right? Don't spend too much time playing computer games or watching TV. It's bad for your eyes and neck. If your parents are free at the weekend, going out for a picnic sounds great.
Have you made up your mind, students?",Denial's sister isn't sleeping at   _  .,9 a.m.,3 a.m.,11 a.m.,1 p.m.,A,3,2,0,,D,0,0,0,0,
A056,"These days we are all conditioned to accept newness, whatever it costs. Very soon, there is no doubt that Apple's tablet   will seem as a vital tool of modern living to us as sewing machine did to our grandparents. At least, it will until someone produces an even smarter, thinner and more essential tablet, which, if recent history is any guide, will be in approximately six months' time. Turn your back for a moment and you find that every electronic item in your possession is as old as a tombstone. Why should you care if people laugh just because you use an old mobile phone? But try getting the thing repaired when it goes wrong. It's like walking into a pub and asking for an orange juice. You will be made to feel like some sort of time-traveler from the 1970s. ""Why not buy a new one?"" you will get asked.
And so the mountain of electrical rubbish grows. An average British person was believed to get rid of quite a number of electronic goods in a lifetime. They weighed three tons, stood 7 feet high, and included five fridges, six microwaves, seven PCs, six TVs, 12 kettles, 35 mobile phones and so on. Even then, the calculation seemed to be conservative. Only 35 mobiles in a lifetime? The huge number of electronic items now regularly thrown away by British families is clearly one big problem. But this has other consequences. It contributes greatly to the uneasy feeling that modem technology is going by faster than we can keep up. By the time I've learnt how to use a tool it's already broken or lost. I've lost count of the number of TV remote-controls that I've bought, mislaid and replaced without working out what most of the buttons did.
And the technology changes so unbelievably fast. It was less than years ago that I spotted an energetic businessman friend pulling what seemed to be either a large container or a small nuclear bomb on wheels through a railway station. I asked. ""What have you got in there? Your money or your wife?"" ""Neither,"" he replied, with the satisfied look of a man who knew he was keeping pace with the latest technology, no matter how ridiculous he looked. ""This is what everyone will have soon--even you. It's called a mobile telephone.""
I don't feel sorry for the pace of change. On the contrary, I'm amazed by those high-tech designers who can somehow fit a camera, music-player, computer and phone into a plastic box no bigger than a packet of cigarette. If those geniuses could also find a way to keep the underground trains running on the first snowy day of winter, they would be making real progress for human beings. What I do regret, however, is that so many household items fall behind so soon. My parents bought a wooden wireless radio in 1947, the year they were married. In 1973, the year I went to university, it was still working. It sat in the kitchen like an old friend--which, in a way, it was. It certainly spoke to us more than we spoke to each other on some mornings. When my mum replaced it with a new-style radio that could also play cassette-tapes, I felt a real sense of loss.
Such is the over-excited change of 21st-century technology that there's no time to satisfy our emotional needs. Even if Apple's new products turn out to be the most significant tablets I very much doubt if they will resist this trend.",Which of the following is conveyed in the passage?,The fast pace of change brings us no good.,We have to keep up with new technology.,Household items should be upgraded quickly.,We should hold on for new technology to last.,D,4,2,0,,D,0,0,0,0,
A057,"After the examination, the doctor told my parents my sight would get worse and that I would lose my sight finally. On the way home from hospital, no one said a word. One day, would I only imagine the scenery beyond the glass rather than see it?
That September, I entered middle school. Most nights I had homework that included an armful of books to read. To keep up with other children, I took great trouble to finish the task. With my nose a couple of inches from the page, I was tired easily. What's worse, after I had read several pages on my own, the words slipped off the page into inky pools.
However, then I did not have audio books and electronic devices like kids do now. Instead, Mom volunteered to read out loud. Mom worked part-time, cleaned the house, cooked and spent time with Grandma. In spite of being so busy, she showed up in my room like clockwork. She put on her reading glasses. Mom always thought those glasses made her look old. To me, she looked like a teacher.
In my room, Mom's voice competed with the ticking of the clock. Being forced to focus on listening, I found a way to keep my marks up and compete with the other kids. When the teacher asked a question, I raised my hand with confidence. Teachers praised me for having a good memory. Reading removed my fear for my failing sight, reading also made me curious about other people's challenges and how they managed. Though I could not use my eyes to fix on each passage, my mind lit up with every new book.
True to what the doctor said, the worst came, but thanks to Mom, my sense of hearing now allows me to ""see"". This was the most precious   gift from a mother to her child.",How did the author manage to get high marks?,By being confident,By listening carefully.,By getting help from his classmates.,By reading as many books as possible.,B,4,4,0,,B,0,0,0,0,
A058,"Face-book chief operating officer Sheryl Sandberg and Anna Maria Chavez, chief of American Girl Scouts, are leading a campaign to discourage the use of the word ""bossy"". Does the term destroy the confidence of young girls?
The campaign claims that terms like ""bossy"" are improperly applied to females, preventing schoolgirls from seeing themselves as future ""leaders"". From its first application, the word has been definitely connected more with women than with men. It first appeared in 1882, according to the Oxford English Dictionary, mentioning ""a lady manager who was extremely bossy"". As late as 2008, the word appeared in reference to females four times more often than males, claim the Ban Bossy campaigners. ""To me, the reference is always is association with women,"" says Helen Trim, director of Fresh Minds. ""I have three brothers and my family still call me 'bossy' today."" Her father is the only other family member who could be considered in that way, says Trim, but nobody would ever call him so.
Some educators recommend that the word should be reclaimed, rather than banned.""But the thing with'bossy' is that there's an infantile  element to it,""says Sara Mills, professor at Sheffield University. ""You think of 'bossy' as being like a little kid who's claiming more than he has the right to claim.""
It's not just""bossy""under fire.""Pushy""is another target. The implication is that women shouldn't present themselves as powerful and confident. Mills suggests, which some women are willing to listen to and accept. Trim points out that many modern female business role models are able to be bosses without being labeled'bossy'.And she rarely,if ever, hears the word used within her company. But she says that the damage may be dome much earlier in a woman's life.""It does come about from those early teenage years.""she says.""I think it's impossible to ban a word, but if people are replacing it with words like'confidence'or'assertiveness',we would all be in a much better place.""",Trim's family still consider her bossy because     .,she is expected to lead in her family,she is the boss of her company,she is a powerful and confident female,her farther considers her that way,C,3,2,0,,C,0,0,0,0,
A059,"In countries around the world, food has been used to celebrate at our holidays, our rituals and our family gatherings. The food eaten at holiday time has made the deepest impact on our culture and memories. Different holidays bring different types of food. Much of the food we eat during the holidays comes from old traditions handed down for hundreds of years.
New Year's Eve always brings parties and get-togethers, but where you live in the world may determine what food graces your table. In the southern US, partiers eat black eyed peas, which are thought to bring good luck and prosperity . The Japanese also eat food for good luck on New Year's, but their choice is red snapper, the color red being considered good luck in Japan. The Jewish celebrate New Year by eating apples dipped in honey and in Madrid, Spain the last minutes of the New Year are counted down with the popping of grapes into the mouth. A pet is a cake prepared by the Greek with a coin baked into it. The person who gets the slice of cake with the coin in it should have good luck in the upcoming year.
In the United States, a typical Christmas feast can contain a variety of foods ranging from turkey to chicken, from ham to goose, but other countries celebrate this holiday differently. Perhaps these choices have been taken from the traditions of our heritage . In Denmark, a traditional Christmas meal is roast goose, Greece, leg of lamb. Traditionally, Italians keep their Christmas Eve meal meatless. The traditional Christmas dinner in New Zealand is a picnic eaten on the beach.
Though holidays around the world are celebrated in different ways, it is food, feast and family that bring us together.","According to the passage, in different holidays people usually   _  .",have different kinds of food to eat,recall the interesting life when they were young,have a wide variety of parties.,get together to play games.,A,4,1,0,,A,0,0,0,0,
A060,"Computers.Love them or hate them, it is impossible to escape from them in the modern age.They are so much a part of our everyday lives--from instant messaging to e-mails.With many people preferring to use e-mail rather than traditional regular mail, it has become very important to be aware of how we express ourselves when using e-mail.The requirement of etiquette is obviously needed.
         Grammar and spelling
         Firstly, if you are dealing with a formal e-mail, pay close attention to grammar and spelling.Don't forget to run your spell-check (program) at the end of the document, but don't treat it as the final word.Carefully re-read it yourself, as sometimes even spell and grammar checking programs come up with some strange explanations.Remember, your first e-mail to a potential employer or college could be your last -- you won't want to spoil your first impression by making basic errors.
         E-mail addresses
         Also, for official e-mails, carefully consider your existing e-mail address.A funny e-mail address (such as pinkfluffycutiepie@...com) may be fine for using with your friends, but what impression do you think this address might give to an employer or college admissions officer? Consider using one address for personal e-mails and a different one for formal use.
Upper case 
         Take care also NOT TO TYPE UNNECESSARILY IN UPPER CASE, as this is the e-mail version of shouting.
Personal information
         You should  _ too about giving away too much personal information over the Internet.It may feel much more comfortable to ""talk"" using instant messages as there are no uncomfortable silences or awkward moments, but never forget that--unless the person you are speaking to is a friend or family member--you really know nothing about them, so be careful.Further to this, NEVER agree to meet a stranger that you have spoken to online, as it can be extremely dangerous.
My final message though is--have fun! The Internet is exciting, useful and informative.But, as with so many things that we believe we can't live without, it is a much better servant than a master.",The text is mainly about  _  .,how to express ourselves when using e-mail,"computers, so much a part of our everyday lives","the Internet, a much better servant than a master",paying close attention to grammar and spelling when dealing with a formal e-mail,A,2,3,0,,A,1,1,0,0,Passage supports D about as well as the key; I'd call this a toss-up.
A061,"The Flamingo Las Vegas is one of the oldest Las Vegas hotels. There are lots of wonderful Las Vegas shows that will leave a good impression on you. Here are the Las Vegas shows being performed at the hotel.
Donny and Marie
Donny and Marie is a family-friendly variety show. It is performed by well-known Donny and Marie Osmond on all weekdays except on Sundays and Mondays. The show follows the winning formula of their 1970s TV program, incorporating dancing, humor and all of their hit songs. It starts at 7:30 pm and each ticket costs at least $91.25.
Olivia Newton-John
Grammy award-winning singer Olivia Newton-John is ""hopelessly devoted"" to perform many of her fans, opening ""Summer Nights"" to perform many of her best-loved songs during her four decades long career. Alongside an eight-piece band, Newton-John will share stories about her career and sing many songs. Concert-goers can buy meet and greet tickets at $249. Regular price tickets start from $78.5. The show starts at 7:30 pm on Tuesdays, Wednesdays, Thursdays, Fridays and Saturdays.
Vinnie Favorito
Vinnie Favorito is a famous actor who is known to make people laugh. His jokes are very popular. Unlike other comedians who use pre-developed material, Vinnie Farorito gets his comedy from his interaction with people in the audience. The tickets start from $68.95. Performance days are six days per week except Sundays. Show time is 8 pm..
X Burlesque
X Burlesque is a wonderful show performed by six dancing ladies. The show is filled with popular music that suits everyone's taste from rock to country and a variety of dancing styles that allow each dancer to showcase her unique talents. The tickets start from $50.26. It is a daily show at 10:00 pm.","If a young couple wants to see Olivia Newton-John in the flesh, they have to pay   _  .",78.5 dollars,157 dollars,249 dollars,498 dollars,D,2,2,0,,D,0,0,1,1,One distractor is basically restating another option.
A062,"It's interesting that technology often works as a servant for us, yet frequently we become a servant to it. E-mail is a useful tool but many feel controlled by this new tool. The average business person is getting about 80e-mails per day and many feel that about 80% of the messages in their ""Inbox"" are of little or no value. So, I have four suggestions to help you to become better at ""Erasing E-mail"".
1.Get off the lists. The best way to deal with a problem is to never have it. If you are receiving a lot of unwanted e-mails, ask to be removed from the various lists. This would include your inclusion in unwanted lists.
2.""Unlisted address"". Just as you keep an ""unlisted"" telephone number that you share only with those whom you want to have direct access to, you might want to get a separate e-mail address only for the important communications you wish to receive.
3.Check it once or twice per day. Many I speak with are becoming chained to their email server, monitoring incoming email continuously. Maybe this is because e-mail creates its own sense of urgency, but most of thecommunications are not all that urgent. I respond to them a couple of times per day.
4.Deal with it. As you open each e-mail, do one of the following:
a. If it requires a quick response, respond to it and delete it.
b. If it requires a response but is not the best use of your time, try to find someone else to do it.
c. If it is going to take any serious amount of time to respond, schedule it for action in your Day Planner andthen download the message, save it, or print it out for future action.
I personally receive about 250 e-mails per day and by practicing the suggestions above, I can handle thatvolume in about an hour, taking advantage of this fantastic tool but not being controlled by it to make sure I'mdoing more important tasks in my day.","To avoid being chained by the coming e-mails, what you can do is to   _  .",respond urgent ones only,reply to all of them at the same time,handle them a couple of times daily,keep replying to e-mails all day long,C,4,1,0,,C,0,0,0,0,
A063,"Body language is a very powerful tool of a communication, not only between people but in the animal world as well.
In many instances, we produce idioms which are all understandable by borrowing examples from animal communication.
For example, we know that a frightened cat will arch . From this starting-point we might hear the expression. ""He gets my back up!"" meaning ""He makes me angry.""
In the same manner, we know that many animals, if challenged by attackers, will not turn and run away because this will encourage the attackers to attack them more forcefully. Instead, they will move backwards slowly to get out of harm's way, always facing their attacker. We call this action ""backing off"" and it can be used as well with humans as with animals.
In the case of humans, however, the back-off may not be physical but oral, as in using a kinder tone of voice and gentle words instead of fighting against the attackers.",Which of the following is wrong according to the article?,"To learn knowledge, humans must learn from animals.",Both humans and animals have the body language.,Both humans and animals have ways of getting out of harm.,"""Face your attackers"" means to encourage yourself.",A,3,2,0,,A,1,0,1,0,Passage supports B about as well as the key; I'd call this a toss-up.
A064,"The majority of physicists once believed that the universe's expansion was slowing down. In 1998, they were proven completely wrong. Though it flies in the face of scientific theory, the universe is expanding at an ever-increasing rate. 
One possible explanation is that empty space has a thing called dark energy, which supposedly makes up about three quarters of the universe. Dark energy supposedly very sparsely  exists in such a way that it interacts with other objects only through attracting force. It has a strong negative pressure, which causes it to pull on its surroundings and as a result, pull apart the universe. This neatly explains the universe's expansion without completely changing our understanding of the universe. Scientists can merely claim that dark energy ""should"" exist. 
According to Einstein's theory of relativity, it is impossible to travel faster than at the speed of light. 
With this in mind, physicists set out to do the impossible and succeeded. In 2000, scientists in Princeton, New Jersey sent a small pulse  of laser light through a vapor made up of gaseous cesium . The pulse traveled so quickly that it was already leaving the vapor-filled chamber as it was still entering, roughly 300 times faster than it would have in a vacuum . Thus, light moved faster than the speed of light. 
Other experiments have since managed to conquer light's supposed speed limit, though all claims have had fine print that keeps them from being especially groundbreaking . Those seeking to truly prove Einstein wrong must instead turn to objects like black holes, which could theoretically cause things to move at faster-than-light speeds. Black holes have been proven to be particularly uncooperative test subjects though, and for now this remains a guess.",What can be inferred from the passage?,The pulse traveled exactly 300 times faster than light.,It is impossible to exceed the speed of light.,Objects like black holes haven't been found.,Einstein's theory of relativity is wrong.,A,3,1,0,,C,1,0,0,0,"Key and A both have textual support here, key isn't the clear best."
A065,"A tourist comes out of the airport. There are a lot of taxis, but he asks every taxi-driver's name, and takes the third taxi. It costs 5 from the airport to the hotel. ""How much does it cost for the whole day?"" the tourists asks. ""100,"" says the taxi-driver. This is very expensive, but the tourist accepts the price.
The taxi-driver takes the tourist everywhere. He shows him all monuments and all the museums. In the evening they go back to the hotel. The tourist gives the taxi-driver 100 and says, ""What about tomorrow?"" The taxi-driver looks at the tourist. "" Tomorrow? It's another 100 tomorrow."" But the tourist says, ""That's OK. If that's the price. See you tomorrow."" The taxi-driver is very pleased. The day the taxi-driver takes the tourist everywhere again. And in the second evening they go back to the hotel. The tourist gives the taxi-driver another 100 and says, ""I'm going home tomorrow."" He likes the tourist, above all, 100 a day is a good money. ""So you are going home, where do you come from?"" he asks.
""I come from New York.""
""New York!"" says the taxi-driver, ""I have a sister in New York. Her name is Susannah, Do you know her?""
""Of course I know her. She gave me 200 for you.""",The tourist asks every taxi-driver his name because  _,he is afraid f being cheated,he knows one of the taxi-drivers,he knows of one of the taxi-drivers,there is a friend of his among the taxi-drivers.,C,4,3,0,,C,0,0,1,1,Two options read almost the same; one should probably be reworded.
A066,"The word for this summer's new clothes is HAPPY. Colors are bright  and sunny, with lots of yellow, red, and orange. You can also find some great bright patterns , such as striped  and checked  pants. In the clothes shops this summer, you'll see a lot of beautiful floral  dresses. Long skirts are popular again, and so are jeans and shorts for holidays and sports. White is the new color for shoes and bags. So put away all of your boring   black and dark colors-it's time for summer!",Which color is NOT mentioned  in the passage?,Orange,White,Green,Black,C,4,1,0,,C,0,0,0,0,
A067,"Children start out as natural scientists, eager to look into the world around them. Helping them enjoy science can be easy; there is no need for a lot of scientific terms or expensive lab equipment. You only have to share your children's curiosity. Firstly, listen to their questions. I once visited a classroom of seven -year- olds to talk about science as a job. The children asked me ""textbook questions"" about schooling, salary and whether I liked my job. When I finished answering, we sat facing one another in science. Finally I said,"" Now that we've finished with your lists, do you have questions of your own about science?""
After a long pause, a boy raised his hand, ""have you ever seen a grasshopper eat? When I try eating leaves like that, I get a stomachache. Why?""
This began a set of questions that lasted nearly two hours.
Secondly, give them time to think. Studies over the past 30 years have shown that. After asking a question, adults typically wait only one second or less for an answer, no time for a child to think. When adults increase their ""wait time"" to three seconds or more, children give more logical, complete and creative answers.
Thirdly, watch your language. Once you have a child involved in a science discussion, don't jump in with ""That's right"" or ""very good"". These words work well when it comes to encouraging good behavior. But in talking about science, quick praise can signal that discussion is over. Instead, keep things going by saying, ""That's interesting"" or ""I'd never thought of it that way before', or coming up with more questions or ideas.
Never push a child to ""think"". It doesn't make sense; children are always thinking, without your telling them to. What's more, this can turn a conversation into a performance. The child will try to find the answer you want, in as few words as possible, so that he will be a small target for your disagreement.
Lastly, show; don't tell. Real-life impressions of nature are far more impressive than any lesson children can learn from a book or a television program. Let children look at their fingertips through a magnifying glass, and they'll understand why you want them to wash before dinner. Rather than saying that water evaporates, set a pot of water to boil and let them watch the water level drop.",The author mentions all of the following techniques for adults to share with their children's curiosity except that adults should  _  .,tell their children stories instead of reciting facts,offer their children chances to see things for themselves,be patient enough when their children answer questions,encourage their children to ask questions of their own,A,4,2,0,,A,0,0,0,0,
A068,"John Russell, aged 83, got on a Chicago bus and saw a sign saying that senior citizens  could ride (or take buses) for half fare . When he dropped his three quarters in the box, the driver demanded (or asked for) identification . John took out an ID card. ""You need a special CTA card,"" said the driver. John did not have the Chicago Transit Authority  card because he lives in New York and was in Chicago visiting his two sons.
""Put in another three quarters,"" said the driver, ""or get off the bus.""
One privilege(;) of old age is being stubborn  . John said, "" Give me back my quarters, and I'll get off.""
""I can't -- it's in the box. If you don't get off, I'll call the police,"" said he, which he did. Two police cars pulled up.
""I'm the criminal ,"" said John Russell. Then he and the driver told their stories.
""That's what you called me for?"" one policeman asked the driver. Another police!man then said to John, ""I'll give you three quarters.""
John shook his head, ""Why should you give me the quarters? He has to give me my quarters.""
""Where are you going?"" asked the policemen.
""Downtown to have lunch with friends,"" John said.
""Come on,"" the policemen said. ""We'll get you your card."" So they took him down!town to the CTA office. But the people there wouldn't give him a CTA card --- he needed a picture.
""What about his quarters?"" one policeman asked. The officials discussed, and the decision was made to give John's quarters back.
When John got downstairs, the policemen asked where he was going.
""To see my friends,"" John said.
""How are you going to get there?""
""On the bus. And all I'm going to pay is 75 cents.""
""Good luck,"" the policemen said.
John got on a bus, dropped three quarters in the box, and said, ""I'm a senior citizen..."" The driver looked at John and nodded. He didn't know how lucky he was to be a sensible man.",The suitable title for the above passage is   _  .,Giving No Quarters,Giving No More Quarters,A Sensible Driver,A Senior Citizen,B,4,1,0,,B,0,0,1,0,"A distractor here can be tossed just from the sentence structure, not the content."
A069,"Brian Walker chews pens. He bites them so hard that his boss has warned him to stop or buy his own. Kate's weakness is more acceptable-she is unable to walk past a cake shop without overeating Sophin Cartier finds her cigarette habit a headache, while prefix = st1 /Alice's thumb-sucking drives her boy friend crazy. Four people with very different habits, but they all share a common problem anxiety disorder or, in serious cases. Obsessive Compulsive Disorder (OCD).
From nail-biting to too much hand-washing, overeating and internet addiction ,OCD is widespread in almost every workplace and countless home. ""It is a  ly common form of nxiety,""says Dr. Mootee. ""The main feature of OCD is the repetition of unwanted obsessive  thoughts such as worries that doors are left unlocked , gas or electrical appliances are left on."" In order to fight against the essay checking door locks and gas or electrical appliandces.
 Dr. Mootee says that repetitive washing, particularly of the hands, is the most common type of OCD. She has treated many patients who wash their hands up to 30 times a day. The technique Mootee uses to treat people with OCD is called cognitive-behavioral therapy .""It is based on the general idea that people have the ability to change the way they think and behave,""says Mootee.
But when does a habit become a problem? ""It's personal,""says Mootee.""Everyone has something unusual, but if you can't put up with it, then it's a problem and you need to do something to change it.""Mootee says many people resist for treatment because they fear they are""crazy"". But as people become more knowledgeable about these problems they will go and get help. The only way to cure is to conquer.","According to the passage, a person suffering from OCD    .",reduces his/her anxiety by taking drugs,gets into unwanted habits to relieve stress,has unwanted thoughts about habits,has unwanted thoughts because of illness,C,3,1,0,,B,0,0,1,0,Two options read almost the same; one should probably be reworded.
A070,"There are many kinds of ants in America. One kind is very strong. People are afraid of it.
These ants move in a large group. They eat all the animals on their way. They can kill and eat elephants, and they can eat wood houses. Sometimes even people are killed by them. When the ants come, people leave their homes. But people are sometimes glad after the ants pass through, because they can see no insects  or snakes.",People have to get away from the ants because   _  .,they can eat and kill elephants,they can also eat wood houses,they go in large groups,they can even kill people,D,4,1,0,,D,0,0,0,0,
A071,"About a year ago, a couple with three children moved into the apartment next door to me. I never heard any noise from the children, but the parents were always _ at them.
We often met. I always spoke, but the only answer I ever got was a hello from a four-year-old girl. One day when I returned, they were just coming back to their apartment and the little girl was holding the door in the hall open for the others. I remained in the car doing unnecessary things. The parents were telling her to hurry. I looked up and saw the little girl was still holding the door open, waiting for me. I hurried as much as I could and thanked her. She was smiling from ear to ear.
That afternoon I was at the K-Mart and saw a white teddy bear. I thought of the little girl and said to myself, ""I bet she would like it."" So I bought it for her.
The next day there was a knock on the door and it was the little girl and her father. She was so proud of her bear and thanked me. Then I noticed her mother and the other children were there in the hall, too.
Now when we meet in the hall, we all speak in a friendly manner. Last night we had about four inches of snow. The temperature was below zero. When I opened the outside door, there was my car with all the snow removed. The man next door was the only person I knew in the whole building, so when I saw him the next day, I asked him if he was the nice person that removed the snow. He said NO. He wanted to, but his wife said she wanted to do it.
Isn't it amazing that the small kind act of a four-year-old girl can change so many things for the better?",The passage mainly tells us  _  .?,Children should be polite to their neighbors.,People should be kind and communicate with each other.,Your neighbors are not as bad as you think.,Things can be changed by removing snow.,B,2,2,0,,B,0,0,0,0,
