question_id,content_asset_path,content_asset_sha256,correct_option,n_attempts,n_students,n_correct,empirical_correctness
323,data/eedi_public_download/extracted/data/images/323.jpg,b2c33bdfd09b60590be7f742bc3a9ec381499041444831627d2c1feda249570b,3,1720,1720,1169,0.6796511627906977
324,data/eedi_public_download/extracted/data/images/324.jpg,60b3edfd43eb6e1d4638f43374f49036b06816a1423269428fbd2f9b17851e1a,4,590,590,202,0.3423728813559322
325,data/eedi_public_download/extracted/data/images/325.jpg,b1d5f41efc7f4597bd4f21bb71b5a02b316f1d68a40a0c5dc59483d5a8b5d12f,4,2548,2548,1063,0.4171899529042386
326,data/eedi_public_download/extracted/data/images/326.jpg,b95be0d02be3bc2ef67438e1ce450f6039fd4a497a017d8b0436e9f73b88e4f9,3,2125,2125,950,0.4470588235294118
327,data/eedi_public_download/extracted/data/images/327.jpg,b87301ed42525bcf8211bbe04a6d591dce455eb5516a6396b02afe0ea559bf7a,4,2244,2244,925,0.41221033868092694
328,data/eedi_public_download/extracted/data/images/328.jpg,6a549a69150b1fc398de3133ac22d540969404f02e932ab41076ff5e30c8bede,1,2272,2272,1320,0.5809859154929577
329,data/eedi_public_download/extracted/data/images/329.jpg,c85d1b5083e31c67b1f85f815c64ba94f5fab3f70383049c4c403023addf0e22,4,166,166,46,0.27710843373493976
330,data/eedi_public_download/extracted/data/images/330.jpg,67a9a4bd299d9e29708bd495b348f21aeac7b7b8093fdf1d5a4817c224360117,1,665,665,388,0.5834586466165413
331,data/eedi_public_download/extracted/data/images/331.jpg,0f34549d19339cc1203e1de70290159ed65659e31b070684faa5a462689b0068,2,879,879,480,0.5460750853242321
332,data/eedi_public_download/extracted/data/images/332.jpg,704e6853d4fa1bf32dd5069e34ec55c025be44264c9292808863895005d899c4,2,2910,2910,1757,0.6037800687285223
333,data/eedi_public_download/extracted/data/images/333.jpg,b09d00bbc57fc45ef6f190382c365f8a6cbac00e4c3d663a4d3632972b5d7b42,2,2584,2584,1381,0.5344427244582043
334,data/eedi_public_download/extracted/data/images/334.jpg,1c5dc16a6a479751581e71e2cf715300edb35d091077feb2849beba0dad29741,3,583,583,231,0.39622641509433965
335,data/eedi_public_download/extracted/data/images/335.jpg,f31784f5fcdf4d4944242ada35351fb69e847901fd8888d0b3385276fa236de4,4,2491,2491,1085,0.4355680449618627
336,data/eedi_public_download/extracted/data/images/336.jpg,d22329aa41b9ca094cc93ae58c99391e4b21c2a43ef4364141c191d8701462fe,4,172,172,74,0.43023255813953487
337,data/eedi_public_download/extracted/data/images/337.jpg,3231712379f5dd43a68f55472b6036bfe8b12311e7b3e318de5a82e530033e53,1,2652,2652,1627,0.6134992458521871
338,data/eedi_public_download/extracted/data/images/338.jpg,b171cba25edb04492bb4a64c5f51bfbb500ff8fc637d39fb0a6bb84d6c97983b,3,2163,2163,574,0.26537216828478966
339,data/eedi_public_download/extracted/data/images/339.jpg,9f3f2ff801c7d925c0a889f733d9defe7d1b122ec651cf7ae92fc2cd45156d41,4,586,586,156,0.26621160409556316
340,data/eedi_public_download/extracted/data/images/340.jpg,5f75bf15969fd4aeb1dfa63af40b72d9f11dbca64867d7e4e590db3c44f54e42,2,79,79,42,0.5316455696202531
341,data/eedi_public_download/extracted/data/images/341.jpg,30627a735736590387b4829c3a7fddca70be19d88282979933cc664f3e34eca6,4,1606,1606,740,0.46077210460772106
342,data/eedi_public_download/extracted/data/images/342.jpg,73cdfc1208dc8da39a26c499bf71065d3958b27c0da146a36d956d94cdf193e4,1,2823,2823,1109,0.3928444916755225
343,data/eedi_public_download/extracted/data/images/343.jpg,3fee331c3384ad22110a15dc750570ead3377cb4568cbfabd5c38c95e4a8af28,3,2157,2157,1372,0.6360686138154845
344,data/eedi_public_download/extracted/data/images/344.jpg,6d5c88271fc3fb9c09bd2e8fe93a26eadfe0920c4b89fd410111644fc883cc87,1,2787,2787,1858,0.6666666666666666
345,data/eedi_public_download/extracted/data/images/345.jpg,b61f24b51949cfcd8fff92c5dc9da3eeb343e75992a3d61f3f33db1ed3348eb5,2,4,4,2,0.5
346,data/eedi_public_download/extracted/data/images/346.jpg,1903bbd11038da07bd1313cadd5ac7ac941ae70f6bc0f51f6183d4e3557e7cab,2,2188,2188,1214,0.5548446069469836
347,data/eedi_public_download/extracted/data/images/347.jpg,cf851022eed6ca54f1d365b06a3d82d12ec345f1aba5a80b7d1e9e832eedefbd,2,78,78,53,0.6794871794871795
348,data/eedi_public_download/extracted/data/images/348.jpg,861dc0a0fc99b5a168367a6bc80c1c6822f0494ae9aae317a2e38e9f41ab064e,2,1255,1255,767,0.6111553784860557
349,data/eedi_public_download/extracted/data/images/349.jpg,644254d17e8e2c97722fd4d52df8ea51a543454191e684b6401151c082f76c2d,2,2627,2627,1951,0.7426722497145032
350,data/eedi_public_download/extracted/data/images/350.jpg,ed4977b9c992fd6ba4fd43a0c2c296502e01809374b3c3b79d67027bf1cbbaac,3,1255,1255,837,0.6669322709163347
351,data/eedi_public_download/extracted/data/images/351.jpg,664272790e992e1e1f0ba75bdd7ce5f770292ca4c11808d6749ef8f0ca3fc85a,2,1701,1701,508,0.2986478542034098
352,data/eedi_public_download/extracted/data/images/352.jpg,81e63a998ef7aa333aaa1049eb6f58afa6f3078cf210f6ac68e847f72b50ea16,3,139,139,43,0.30935251798561153
353,data/eedi_public_download/extracted/data/images/353.jpg,db8668d8e6cf4e44022c8bf9a4d3648f03cf686707908c4f6997cb1cd9148d63,4,891,891,410,0.4601571268237935
354,data/eedi_public_download/extracted/data/images/354.jpg,0f32802479b09442c8fbaa8f3eef524a03c58de7543499e8c4004f8c0af1ea43,4,1008,1008,442,0.4384920634920635
355,data/eedi_public_download/extracted/data/images/355.jpg,e5016e44dc5c167ffa9470de309896e9677bc901f473859c5d28be59bdb2e238,3,494,494,236,0.4777327935222672
356,data/eedi_public_download/extracted/data/images/356.jpg,6f25bc372d0d54f10060179a5439ed216eb020d7f7fe015fdef9da6c45e126aa,3,174,174,63,0.3620689655172414
357,data/eedi_public_download/extracted/data/images/357.jpg,8f2943b9900c51d852a1b9115798f608b6b7514d375c953c69ed648073b3698d,4,7,7,4,0.5714285714285714
358,data/eedi_public_download/extracted/data/images/358.jpg,fec3f84304e9c830bea4ca9ae64ca993be27fa3622edfcdfd0114463155171ed,3,846,846,288,0.3404255319148936
359,data/eedi_public_download/extracted/data/images/359.jpg,f4504579061ab6d91ba6ad2577123d02c127a52b11a791387d5cfecab04df992,3,1178,1178,586,0.49745331069609505
360,data/eedi_public_download/extracted/data/images/360.jpg,122dcb1b2d7a481e372d411a802cdc3a2055b71a432b7a688aad332b43eeb42d,1,2590,2590,1561,0.6027027027027027
361,data/eedi_public_download/extracted/data/images/361.jpg,965889468989d81a85994b974edd7a5384d9192570047335cc0ce713c42746fa,4,2303,2303,941,0.4085974815458098
362,data/eedi_public_download/extracted/data/images/362.jpg,cf423a32366e3af17cc1263628b9370e0c17ca0294f4e52ce1b79327fc881257,2,1691,1691,668,0.39503252513305737
363,data/eedi_public_download/extracted/data/images/363.jpg,1c5afbea5d4bbc10abe30652e06c67faec4806e67e6567287a078a91756f05a9,1,2673,2673,1903,0.7119341563786008
364,data/eedi_public_download/extracted/data/images/364.jpg,a78cb06e47e3bd2d123dfdd05b0505b841b128332aef2bc0af49b505ed0b0323,2,1604,1604,625,0.38965087281795513
365,data/eedi_public_download/extracted/data/images/365.jpg,8fdb8d8b1d61eb3f417aad727542ed95f26140bdab50125e955d27f15c6713e8,1,2208,2208,701,0.317481884057971
366,data/eedi_public_download/extracted/data/images/366.jpg,a2b6cdd9c174e8e10132bbee5f11f45671d8a45f62afc0f7c511afd1bd7cb9b5,2,136,136,105,0.7720588235294118
367,data/eedi_public_download/extracted/data/images/367.jpg,c2f5bc79a546fc0f331d199e64e29a585fdd026c04d85ea5ddef04ab97a48f1b,1,2292,2292,1348,0.5881326352530541
368,data/eedi_public_download/extracted/data/images/368.jpg,6c3166c064452ef0bf49cd404a3198e8c59fe0ae490cb03333b87343ac24193e,1,2299,2299,1314,0.5715528490648107
369,data/eedi_public_download/extracted/data/images/369.jpg,0eb9fca10a388d0a4229c6433eeb46a657163d6cdbf28a0ebf8c44af9457393f,3,2257,2257,1401,0.6207354895879486
370,data/eedi_public_download/extracted/data/images/370.jpg,75c40f0e8ce443231c25239f11a97aae96af2206332be87cff0b0eb602cdc7c4,2,2831,2831,1564,0.5524549629106322
371,data/eedi_public_download/extracted/data/images/371.jpg,738cd2eab329c8ade651e23f8ed4eb91d841faa32488254118248e968814dc33,1,2545,2545,1006,0.39528487229862475
372,data/eedi_public_download/extracted/data/images/372.jpg,8bc1752f051720fef7d736e7303bab4e68c48c83c25dbcc8502e63c16eaa6234,2,2646,2646,1634,0.6175359032501889
373,data/eedi_public_download/extracted/data/images/373.jpg,2abe942ef4c25cc0b0e074915ccf8751436361f0a8bdcb80524997191619f174,2,2249,2249,1242,0.5522454424188529
374,data/eedi_public_download/extracted/data/images/374.jpg,244dc90411df9b15e7e93e2a853323f4dde1a09f1d720a9f7956769949d9282d,2,78,78,47,0.6025641025641025
375,data/eedi_public_download/extracted/data/images/375.jpg,1d02aa9a2beb2c69b860c8788aba924d4e990c7aafc6986935d234b7305e3ab2,3,876,876,485,0.5536529680365296
376,data/eedi_public_download/extracted/data/images/376.jpg,6d5548b4e7ce260d5a5c4eab0755b218feb236f3e63fba753556961dc4289244,2,2334,2334,1554,0.6658097686375322
377,data/eedi_public_download/extracted/data/images/377.jpg,2a1dee1e14817ea9876ae3c00c4df3befc05a61418f56409766c3a61b834fbf6,2,319,319,171,0.5360501567398119
378,data/eedi_public_download/extracted/data/images/378.jpg,bf835818759920d80ea736af32dbfb86821f62a63a76969d07b6f4ca919510ed,1,656,656,265,0.40396341463414637
379,data/eedi_public_download/extracted/data/images/379.jpg,421328048da774c5554b7f1c3296505cfe9ad7745e70a47e1b7807f62c943def,1,2535,2535,997,0.3932938856015779
380,data/eedi_public_download/extracted/data/images/380.jpg,21282b5b4dc14763a3439b4da340c042de74fdb18dbed578074632f9fb43afed,3,1471,1471,608,0.41332426920462273
381,data/eedi_public_download/extracted/data/images/381.jpg,5d81d86b8c77336ad5a60f234fd76e2d6cba2a84874d23303a8be71e6348a3b2,3,174,174,117,0.6724137931034483
382,data/eedi_public_download/extracted/data/images/382.jpg,f09edc826a7d334fbfe2a24d1b2f2e3e0b87a4e9f1cf99621664250fedbd59bd,4,137,137,39,0.2846715328467153
383,data/eedi_public_download/extracted/data/images/383.jpg,24cef57ab6ccc57208ab6548d7e839e10c3e944fc4fe0fcc788b04254e8c4b94,3,2352,2352,1890,0.8035714285714286
384,data/eedi_public_download/extracted/data/images/384.jpg,c821e653cb00843218a6475feff561fa11b7c77c354b68e7b2ca238e0c9b5b8b,4,1908,1908,756,0.39622641509433965
385,data/eedi_public_download/extracted/data/images/385.jpg,96fb3daa014207ec11f889156445dda1f936f8fa94b243e8ebf3b11b526a4499,4,1501,1501,579,0.38574283810792803
386,data/eedi_public_download/extracted/data/images/386.jpg,12f5622a3e23bb128c9d7dbf5004f95da56a1b02a41a71f155d2f58f273d141c,2,856,856,437,0.5105140186915887
387,data/eedi_public_download/extracted/data/images/387.jpg,2c9338373c4a8b5604908d7ff9a192e904330c8efb2981678ee32eb92916d200,2,554,554,184,0.33212996389891697
388,data/eedi_public_download/extracted/data/images/388.jpg,5606a26412f4ce1b8e41ceceb90d7015083cd6069dbc6ad2007c3a5e2baa4949,3,582,582,206,0.3539518900343643
389,data/eedi_public_download/extracted/data/images/389.jpg,9cb82760cc3540b2275c179a3c4ef06ae45a4e97dd04d3e566458088c283e1f8,3,2504,2504,1355,0.5411341853035144
390,data/eedi_public_download/extracted/data/images/390.jpg,63b3538eebce96884065548824eeb312743bfd8c076580e7d52eb6355a871237,3,554,554,208,0.37545126353790614
391,data/eedi_public_download/extracted/data/images/391.jpg,2cc112e895056a258fa5d2e6a77f65ae21c0f0743543130a49da8423c3437c69,4,2797,2797,1240,0.44333214158026457
392,data/eedi_public_download/extracted/data/images/392.jpg,88dd77c07e68515e8783ac4a163402d64d0b08d88cd18f9c898448baa949a405,2,2217,2217,1204,0.5430762291384754
393,data/eedi_public_download/extracted/data/images/393.jpg,85857c3ccdd8915c6bf6cc22f6d572d1e88f47b7a3661adc83a3360b83901acb,2,13,13,7,0.5384615384615384
394,data/eedi_public_download/extracted/data/images/394.jpg,5da8fcfd5286341f230aa219877cbfc9fd7d0eb8cc5c403c134ff3ec2d132275,3,2601,2601,2021,0.7770088427527874
395,data/eedi_public_download/extracted/data/images/395.jpg,3b8281dd63f072045a47d8a5f9f73852d5954c76d2827dd3bb9e4a242418bad6,1,191,191,67,0.3507853403141361
396,data/eedi_public_download/extracted/data/images/396.jpg,233dd2a912053be4ed7989d19294a784d04346478c53812f609cea18a983bee4,1,1932,1932,1573,0.8141821946169773
397,data/eedi_public_download/extracted/data/images/397.jpg,1bc7b20b65e602caa25d39a08cb9f78d21d77105039f79be3540c460c1eafd55,4,12,12,5,0.4166666666666667
398,data/eedi_public_download/extracted/data/images/398.jpg,4bc3e5fdba50316ef241e3b653e0f03db99b98cf5bf2e1fd66e2246db6409d65,3,1012,1012,501,0.4950592885375494
399,data/eedi_public_download/extracted/data/images/399.jpg,b09fd6f4cd27e90f6cc3ff3d210e0aab79cc0fb2f95c47dfb4b6a449e6c14a3a,2,174,174,71,0.40804597701149425
400,data/eedi_public_download/extracted/data/images/400.jpg,e338db913efc75a381e54b76b237555ef9f741ba9a44aeaa60c7a71ad63b984c,4,104,104,40,0.38461538461538464
401,data/eedi_public_download/extracted/data/images/401.jpg,05685ecce960df87033365edf2506ec1b64f9c5c27f193403a8870cb297f6be9,2,115,115,70,0.6086956521739131
402,data/eedi_public_download/extracted/data/images/402.jpg,3ac311816fb3c22b8c454afa6d1ddbfe980ca8a74847c7b230f22ae34744d2be,3,2305,2305,1066,0.462472885032538
403,data/eedi_public_download/extracted/data/images/403.jpg,469ccc0662ae411526713cebf37fcbde5cf36aee81860a1d82115cde283a1142,3,2203,2203,1437,0.6522923286427599
404,data/eedi_public_download/extracted/data/images/404.jpg,0bbf407b27692df6ddf92a9e7f40928c107a638e731f3a712cf06ab9ab10041e,2,1265,1265,567,0.4482213438735178
405,data/eedi_public_download/extracted/data/images/405.jpg,ef6210f3c0b389fd20d18505c539fe2caad244d6dff3cb270c3985321e4b0458,2,2930,2930,2332,0.7959044368600683
406,data/eedi_public_download/extracted/data/images/406.jpg,960412095b10473fe5f221fe96c9ca3a206ebed7b8ee06c861fde32901acc044,1,2131,2131,1670,0.7836696386672923
407,data/eedi_public_download/extracted/data/images/407.jpg,e8785e556f2c7128d6723186eaea58b6928c7b1b5b7816d5cbb9e7e422da30d1,1,110,110,51,0.4636363636363636
408,data/eedi_public_download/extracted/data/images/408.jpg,1a125bf12030dc6db1fa66ed4e7c7b460a8efc0e1d126f0c9444ab7fde520ec3,4,120,120,83,0.6916666666666667
409,data/eedi_public_download/extracted/data/images/409.jpg,019ed38af07a7cf2bd2893ad883bf7432cda924de25b0235d3883047a7d59ce8,4,2863,2863,1622,0.5665385958784491
410,data/eedi_public_download/extracted/data/images/410.jpg,816fde7f776cceb4879790ea1dbf7250321f0a695a4aa69039d350292227d332,3,2354,2354,1891,0.8033135089209855
411,data/eedi_public_download/extracted/data/images/411.jpg,b348b6ee1edb353a2c5ea8ad40ef78ccb42edaf9dacda11e022245004285d9cf,3,625,625,367,0.5872
412,data/eedi_public_download/extracted/data/images/412.jpg,31ba8ec17b460a2a2ab9935848f10da364cb913bab1dd60da87613cc262371f7,2,1675,1675,866,0.5170149253731343
413,data/eedi_public_download/extracted/data/images/413.jpg,fe93764110a364f58d42bc16454373f135e247861c6a03e0c6f47e70413ef9c3,3,2140,2140,1384,0.6467289719626168
414,data/eedi_public_download/extracted/data/images/414.jpg,ee387390e4c29fbea8ba512d2e8a04f9ee7e97d8033be130132ddfec6f819487,1,1210,1210,994,0.8214876033057851
415,data/eedi_public_download/extracted/data/images/415.jpg,ffa694e0ba8782ee710e9c1c5445fd98ea23461a6da7c41c92658b48ad169f15,2,861,861,365,0.42392566782810687
416,data/eedi_public_download/extracted/data/images/416.jpg,5c2ba0c3d98b0e3744740a5c1bd8f6f1a80f8d91f5e82407b72054e7e798fee4,3,2460,2460,975,0.39634146341463417
417,data/eedi_public_download/extracted/data/images/417.jpg,e092cb8c4b193f57252195e433db7000fb0ce89e955540c6b5423c07796fef49,4,2545,2545,1252,0.4919449901768173
418,data/eedi_public_download/extracted/data/images/418.jpg,5471a13a8a262ee582b2559f52401e493718b58433fa78a6a3510840d523f712,1,89,89,22,0.24719101123595505
419,data/eedi_public_download/extracted/data/images/419.jpg,fa48224acab368c98e7b25da346c9c50cb2e75b011077e07369d12a38af396d2,2,68,68,24,0.35294117647058826
420,data/eedi_public_download/extracted/data/images/420.jpg,bfa68b1b790a80bc136e95008301e0f2057ca9b8d2ac249dd7dbebca305d235c,2,2220,2220,1687,0.7599099099099099
421,data/eedi_public_download/extracted/data/images/421.jpg,8bd46445fdb8c975ca35e7b48924dedc1eeea9f80f1446a2bf55101e971987e1,4,2820,2820,2111,0.7485815602836879
422,data/eedi_public_download/extracted/data/images/422.jpg,ae87343adf86fc0920fec1817bfb8d73fbb0b3333226a050556db21ad2c013a7,2,144,144,129,0.8958333333333334
423,data/eedi_public_download/extracted/data/images/423.jpg,73f87f281647578834decf65399d93a3e5ec25efb07181b9e41c3a0ed09fe0ef,4,2300,2300,839,0.36478260869565216
424,data/eedi_public_download/extracted/data/images/424.jpg,859f480aa459f3b2e93bdea79fba44c1cf4512bb228d0e71475314164ced3884,4,1711,1711,632,0.36937463471654003
425,data/eedi_public_download/extracted/data/images/425.jpg,0dfb9c330274e0d2ae21f80bea06cb99b769e7197037f3459d1dc637a733998e,4,78,78,14,0.1794871794871795
426,data/eedi_public_download/extracted/data/images/426.jpg,a6cd17fe9e315d5938b3c5c0092076be535c66adb397f94cf6b325df571160f2,1,80,80,23,0.2875
427,data/eedi_public_download/extracted/data/images/427.jpg,29a6e52f21e7b6b7463e4c0a5a73adffa4d3b6ed87d2638f839161f26d54c34d,1,7,7,4,0.5714285714285714
428,data/eedi_public_download/extracted/data/images/428.jpg,2121499e0f58edf52e838ae913214f973736f97e75c77df42b87b9614ab7fda8,4,6,6,2,0.3333333333333333
429,data/eedi_public_download/extracted/data/images/429.jpg,a54c07758d58e23bf11d78b7e559b08f51074f0aba6459c543bcd45f7fe250b1,1,13,13,10,0.7692307692307693
430,data/eedi_public_download/extracted/data/images/430.jpg,3dec48271c76a2534e5c44bc0f50b5c8c7effea53f51a6fe9ccde471dea8ee71,1,621,621,193,0.3107890499194847
431,data/eedi_public_download/extracted/data/images/431.jpg,50f4bbdb9a555dd71fb635048ebe864626f7f4cfaaffe9e2cf8c0f2e0f00f330,1,1253,1253,852,0.6799680766161214
432,data/eedi_public_download/extracted/data/images/432.jpg,e066dc6d44625714b089f6a5e4d875d9ced77f849bd0bc63fec8d9d972b16909,1,837,837,535,0.6391875746714456
433,data/eedi_public_download/extracted/data/images/433.jpg,b7684e5017877fd91f2fc8336f7067aba946f88f5cbd1c8762a2a6ad63af992a,2,2495,2495,1237,0.49579158316633265
434,data/eedi_public_download/extracted/data/images/434.jpg,e9cc245abce476de7dd7d6d73aed24d2ad6d01c81a898bdf7f1174d0a82b4d16,3,1693,1693,642,0.37920850561134084
435,data/eedi_public_download/extracted/data/images/435.jpg,c41ac6e3c90f5e66620b40d3364b0ca968df701123010aa24fa1acbac4773320,3,2263,2263,1232,0.5444100751215201
436,data/eedi_public_download/extracted/data/images/436.jpg,3ca7cf325c4f6dc0683527e4015bea87cfbdd54ec40702ef35d11b40ef18dd8d,2,2224,2224,1624,0.7302158273381295
437,data/eedi_public_download/extracted/data/images/437.jpg,baa669d66b68b9fe334f850a45a456ddc3846890d1cdc978fad7214a44dba03b,3,1164,1164,404,0.3470790378006873
438,data/eedi_public_download/extracted/data/images/438.jpg,0d3a4b3440296b52368c6f074e3c602e885f88534e0e6dc542623afd5f7e82e3,1,2659,2659,1685,0.6336968785257616
439,data/eedi_public_download/extracted/data/images/439.jpg,600858bba2d43930a748b42372b802528c7da2a4f60a81857b6c4168a05b5fd3,2,2347,2347,610,0.25990626331487005
440,data/eedi_public_download/extracted/data/images/440.jpg,e7f6675ae0a10d4de1e804e230cb049bfbf2d2fea5a36c61409c1aa3b973b226,2,1444,1444,1197,0.8289473684210527
441,data/eedi_public_download/extracted/data/images/441.jpg,d0a0e7b7f047bebf24a8ee4557f3f0b69f3f5f16419df6320ca6b89794885a43,4,1265,1265,927,0.7328063241106719
442,data/eedi_public_download/extracted/data/images/442.jpg,a34fe6ff78f0ddc8ba7129699fe55db0b6bec9bae819b81e1911337c413b132a,1,80,80,20,0.25
443,data/eedi_public_download/extracted/data/images/443.jpg,d7d59c1c3f21480760374f2e1f4b287644277870ad6e6a81e1640683f72b4b67,3,167,167,75,0.4491017964071856
444,data/eedi_public_download/extracted/data/images/444.jpg,9450b80b07550340016dd40b9be18292c5ced2e775465c1e9c4fd7c014ff93f5,4,94,94,52,0.5531914893617021
445,data/eedi_public_download/extracted/data/images/445.jpg,b343d2ca6e9e214a396d24c6b991d15d6b10d8e9caf99cb32a33f4a86fdeff99,3,2454,2454,1049,0.42746536267318663
446,data/eedi_public_download/extracted/data/images/446.jpg,789f5b08654ba4e2742ec20b98f55a6000d0f99b6a208592b2fc39ba9cb4ca31,3,2667,2667,1232,0.46194225721784776
447,data/eedi_public_download/extracted/data/images/447.jpg,fcf04328ec6118b9a10850a6b95def98da87f17f6ebd2a16abf360392a93c8e4,3,89,89,47,0.5280898876404494
448,data/eedi_public_download/extracted/data/images/448.jpg,9fa056feb9aa5dadf6c369f0f4b9cc2af47913ff2ce329bb00230190fc955c3f,2,2622,2622,1252,0.4774980930587338
449,data/eedi_public_download/extracted/data/images/449.jpg,71f6506fe7d012d9d19373326184d8768e6a44c3ed1b037fee852bc545d89ebd,2,2818,2818,1486,0.5273243435060326
450,data/eedi_public_download/extracted/data/images/450.jpg,e86be18332efee96047cf7891f236a8c856eb42fca061a53d183bb4fffaad84e,4,136,136,63,0.4632352941176471
451,data/eedi_public_download/extracted/data/images/451.jpg,c032a9d41e8a0dc3c66e7fe0663348e9f5f690faad3c5fdaf9fd81df199e3fa1,4,2325,2325,1816,0.7810752688172043
452,data/eedi_public_download/extracted/data/images/452.jpg,22ce78ee7915031123f16b5c3a983f90dc18604a44d813cf7dbd973ff28d3863,1,1752,1752,1253,0.7151826484018264
453,data/eedi_public_download/extracted/data/images/453.jpg,9d85f54d0e7687ebaa231584d560334ae31755eca5dadfdef6c1fd3d04c92c55,4,2531,2531,1250,0.4938759383642829
454,data/eedi_public_download/extracted/data/images/454.jpg,0a0b437142b74dd9982ecabed7bd1a5c52bb37bf7160795cce5a5fdc0b6a15c1,1,190,190,82,0.43157894736842106
455,data/eedi_public_download/extracted/data/images/455.jpg,670befc1a7664babcaf09786a42ce401fe4a362336ac8f0f33541f5511600812,2,556,556,167,0.30035971223021585
456,data/eedi_public_download/extracted/data/images/456.jpg,bcf763af9183ff12742df0dcb01aa2a91b05868d2a94ab4f8db3d42d7265ec5d,1,1888,1888,727,0.3850635593220339
457,data/eedi_public_download/extracted/data/images/457.jpg,671c97cd6deb1274fea14329c9cfd766d395f52fb6a6348378e46b58c6faa71b,1,2552,2552,1877,0.7355015673981191
458,data/eedi_public_download/extracted/data/images/458.jpg,da261e5f958f66dbd6e62bdd924e288aa97a4f02c053e49946dd0e81d2f2d0b3,3,194,194,133,0.6855670103092784
459,data/eedi_public_download/extracted/data/images/459.jpg,c12966483b6e89aaf697b2a43bdce7656b7e906b9123dbe66149c54c6b08a388,4,1931,1931,1365,0.7068876229932677
460,data/eedi_public_download/extracted/data/images/460.jpg,aad5a666091f0e24466ad2d13a4d0694c3608514a7bc44ab32940ba8e82b6ee0,2,2894,2894,1978,0.6834830684174154
461,data/eedi_public_download/extracted/data/images/461.jpg,c2bcbfe3f432bb6b27bed6383900263f4e7155c6404cc87a9b78264b8e6d3fde,4,2638,2638,1802,0.6830932524639879
462,data/eedi_public_download/extracted/data/images/462.jpg,d571c8a1bf730085360a928e122de8bd944a7af2abfb489083dc295c52dc1a93,3,2914,2914,2200,0.7549759780370625
463,data/eedi_public_download/extracted/data/images/463.jpg,764e4d0a241830ef23815105abfecdebc0f466034600d417830948af3b6def8f,1,2698,2698,1360,0.5040770941438102
464,data/eedi_public_download/extracted/data/images/464.jpg,62cfc152071944d5515671f2197d38903911588b9b108b0f8cad8c3e5cd44be2,2,2395,2395,1920,0.8016701461377871
465,data/eedi_public_download/extracted/data/images/465.jpg,4d5d551ee4b5aecedd4b969854b64acff4af43742d311e58577db09f0537174e,2,2155,2155,1274,0.5911832946635731
466,data/eedi_public_download/extracted/data/images/466.jpg,dbad6283d5f2fb01bc23cb7a3e7b9c6a42aa178de1348fdc730fa27c18840209,4,601,601,379,0.6306156405990017
467,data/eedi_public_download/extracted/data/images/467.jpg,99d2287b309be00a4f0bb5aedfedb536f921bc0933ffa6af48e1b37e7b0459d1,3,1433,1433,554,0.3866015352407537
468,data/eedi_public_download/extracted/data/images/468.jpg,3e78d8f7e5163cee4b5141239fe9a395502b4ea768f82221ad739ff110c2fb75,1,1929,1929,1397,0.7242094349403836
469,data/eedi_public_download/extracted/data/images/469.jpg,a416e254b97c0a0c60241e57a7a67caf211baa0cfbf6fd83e6030cf87031b111,1,2299,2299,1489,0.647672901261418
470,data/eedi_public_download/extracted/data/images/470.jpg,243dba8cad036a13bb470aa7a11e68a894fb201367eff04c68380ae5c6d242f5,1,570,570,189,0.33157894736842103
471,data/eedi_public_download/extracted/data/images/471.jpg,62f43ab2ed4513717133420d90f78ec355c1cc77e195597890795ce58aad9005,1,168,168,63,0.375
472,data/eedi_public_download/extracted/data/images/472.jpg,938019b3926cff09e930ed3f1f72622586e08f450f916459260a4cde7154795b,4,2370,2370,1737,0.7329113924050633
473,data/eedi_public_download/extracted/data/images/473.jpg,178313608070c82922ec21c0c6b81f3736de1f4ea4a2b0f0af4e07cd56ba7d12,4,2393,2393,1923,0.8035938152946093
474,data/eedi_public_download/extracted/data/images/474.jpg,16a8f673ffc513cc1a8d90e4c81517187d23c0b8d0a118338d9672564d17ee25,1,1713,1713,761,0.44424985405720957
475,data/eedi_public_download/extracted/data/images/475.jpg,e87ab6057456625c52842965beadb81ff0aa0c87b3369c1f546be3ab031be474,1,2340,2340,1222,0.5222222222222223
476,data/eedi_public_download/extracted/data/images/476.jpg,fa1a571687bf43fdc57d715c70a499fd861e80f62eee134e4f653b0c159d203f,1,852,852,364,0.4272300469483568
477,data/eedi_public_download/extracted/data/images/477.jpg,a952038bc03125f5663d69e99dd56960e7e66a132af902ca33113da906cde57b,2,6,6,3,0.5
478,data/eedi_public_download/extracted/data/images/478.jpg,e2b135a6bb884c73e5733e8b099d7f7145afe8c5d2bc64ba8017f5406cddb3dc,1,193,193,116,0.6010362694300518
479,data/eedi_public_download/extracted/data/images/479.jpg,ae2a13554c051465dff4540258d79e38eddfbf6a0e2bba4680f81cc5a50aa055,1,180,180,79,0.4388888888888889
480,data/eedi_public_download/extracted/data/images/480.jpg,143f4604573f2f2cee1c47752598b93c17350dd78e297619d88a8fed70e4a8ef,1,2351,2351,1760,0.7486176095278605
481,data/eedi_public_download/extracted/data/images/481.jpg,52b1750b88e60941b2ce27047ae9ea1038724af614e2ac6badf2dbc754d46389,4,78,78,20,0.2564102564102564
482,data/eedi_public_download/extracted/data/images/482.jpg,5c89fcf5210a5df53e86e4282f3b9ce9a047882643a1e7d281765f5fd21ab502,3,321,321,203,0.632398753894081
